chrom	start	end	MboI
chr18	24900000	25900000	2331
chr18	25000000	26000000	2272
chr18	25100000	26100000	2246
chr18	25200000	26200000	2218
chr18	25300000	26300000	2208
chr18	25400000	26400000	2215
chr18	25500000	26500000	2241
chr18	25600000	26600000	2226
chr18	25700000	26700000	2209
chr18	25800000	26800000	2198
chr18	25900000	26900000	2184
chr18	26000000	27000000	2178
chr18	26100000	27100000	2132
chr18	26200000	27200000	2132
chr18	26300000	27300000	2123
chr18	26400000	27400000	2105
chr18	26500000	27500000	2077
chr18	26600000	27600000	2063
chr18	26700000	27700000	2056
chr18	26800000	27800000	2032
chr18	26900000	27900000	1988
chr18	27000000	28000000	1994
chr18	27100000	28100000	2013
chr18	27200000	28200000	2037
chr18	27300000	28300000	2051
chr18	27400000	28400000	2069
chr18	27500000	28500000	2103
chr18	27600000	28600000	2144
chr18	27700000	28700000	2199
chr18	27800000	28800000	2196
chr18	27900000	28900000	2222
chr18	28000000	29000000	2243
chr18	28100000	29100000	2261
chr18	28200000	29200000	2300
chr18	28300000	29300000	2338
chr18	28400000	29400000	2381
chr18	28500000	29500000	2403
chr18	28600000	29600000	2447
chr18	28700000	29700000	2537
chr18	28800000	29800000	2622
chr18	28900000	29900000	2673
chr18	29000000	30000000	2687
chr18	29100000	30100000	2712
chr18	29200000	30200000	2685
chr18	29300000	30300000	2663
chr18	29400000	30400000	2621
chr18	29500000	30500000	2602
chr18	29600000	30600000	2547
chr18	29700000	30700000	2409
chr18	29800000	30800000	2362
chr18	29900000	30900000	2281
chr18	30000000	31000000	2249
chr18	30100000	31100000	2204
chr18	30200000	31200000	2167
chr18	30300000	31300000	2154
chr18	30400000	31400000	2152
chr18	30500000	31500000	2107
chr18	30600000	31600000	2094
chr18	30700000	31700000	2089
chr18	30800000	31800000	2068
chr18	30900000	31900000	2108
chr18	31000000	32000000	2154
chr18	31100000	32100000	2182
chr18	31200000	32200000	2204
chr18	31300000	32300000	2217
chr18	31400000	32400000	2209
chr18	31500000	32500000	2247
chr18	31600000	32600000	2282
chr18	31700000	32700000	2311
chr18	31800000	32800000	2369
chr18	31900000	32900000	2388
chr18	32000000	33000000	2377
chr18	32100000	33100000	2364
chr18	32200000	33200000	2369
chr18	32300000	33300000	2388
chr18	32400000	33400000	2410
chr18	32500000	33500000	2450
chr18	32600000	33600000	2435
chr18	32700000	33700000	2459
chr18	32800000	33800000	2439
chr18	32900000	33900000	2499
chr18	33000000	34000000	2505
chr18	33100000	34100000	2519
chr18	33200000	34200000	2529
chr18	33300000	34300000	2506
chr18	33400000	34400000	2521
chr18	33500000	34500000	2442
chr18	33600000	34600000	2468
chr18	33700000	34700000	2474
chr18	33800000	34800000	2457
chr18	33900000	34900000	2378
chr18	34000000	35000000	2343
chr18	34100000	35100000	2317
chr18	34200000	35200000	2311
chr18	34300000	35300000	2321
chr18	34400000	35400000	2276
chr18	34500000	35500000	2348
chr18	34600000	35600000	2315
chr18	34700000	35700000	2292
chr18	34800000	35800000	2279
chr18	34900000	35900000	2279
chr18	35000000	36000000	2317
chr18	35100000	36100000	2326
chr18	35200000	36200000	2317
chr18	35300000	36300000	2310
chr18	35400000	36400000	2318
chr18	35500000	36500000	2252
chr18	35600000	36600000	2230
chr18	35700000	36700000	2195
chr18	35800000	36800000	2171
chr18	35900000	36900000	2152
chr18	36000000	37000000	2130
chr18	36100000	37100000	2124
chr18	36200000	37200000	2119
chr18	36300000	37300000	2150
chr18	36400000	37400000	2172
chr18	36500000	37500000	2200
chr18	36600000	37600000	2186
chr18	36700000	37700000	2233
chr18	36800000	37800000	2271
chr18	36900000	37900000	2251
chr18	37000000	38000000	2228
chr18	37100000	38100000	2238
chr18	37200000	38200000	2216
chr18	37300000	38300000	2147
chr18	37400000	38400000	2110
chr18	37500000	38500000	2066
chr18	37600000	38600000	2079
chr18	37700000	38700000	2047
chr18	37800000	38800000	2036
chr18	37900000	38900000	2079
chr18	38000000	39000000	2105
chr18	38100000	39100000	2076
chr18	38200000	39200000	2090
chr18	38300000	39300000	2121
chr18	38400000	39400000	2155
chr18	38500000	39500000	2200
chr18	38600000	39600000	2204
chr18	38700000	39700000	2216
chr18	38800000	39800000	2225
chr18	38900000	39900000	2228
chr18	39000000	40000000	2230
chr18	39100000	40100000	2242
chr18	39200000	40200000	2256
chr18	39300000	40300000	2254
chr18	39400000	40400000	2251
chr18	39500000	40500000	2230
chr18	39600000	40600000	2244
chr18	39700000	40700000	2250
chr18	39800000	40800000	2244
chr18	39900000	40900000	2255
chr18	40000000	41000000	2248
chr18	40100000	41100000	2232
chr18	40200000	41200000	2215
chr18	40300000	41300000	2215
chr18	40400000	41400000	2201
chr18	40500000	41500000	2206
chr18	40600000	41600000	2202
chr18	40700000	41700000	2187
chr18	40800000	41800000	2201
chr18	40900000	41900000	2158
chr18	41000000	42000000	2208
chr18	41100000	42100000	2256
chr18	41200000	42200000	2266
chr18	41300000	42300000	2300
chr18	41400000	42400000	2380
chr18	41500000	42500000	2397
chr18	41600000	42600000	2441
chr18	41700000	42700000	2459
chr18	41800000	42800000	2448
chr18	41900000	42900000	2498
chr18	42000000	43000000	2491
chr18	42100000	43100000	2505
chr18	42200000	43200000	2543
chr18	42300000	43300000	2552
chr18	42400000	43400000	2509
chr18	42500000	43500000	2533
chr18	42600000	43600000	2545
chr18	42700000	43700000	2626
chr18	42800000	43800000	2709
chr18	42900000	43900000	2705
chr18	43000000	44000000	2670
chr18	43100000	44100000	2654
chr18	43200000	44200000	2615
chr18	43300000	44300000	2629
chr18	43400000	44400000	2616
chr18	43500000	44500000	2615
chr18	43600000	44600000	2640
chr18	43700000	44700000	2592
chr18	43800000	44800000	2520
chr18	43900000	44900000	2500
chr18	44000000	45000000	2490
chr18	44100000	45100000	2489
chr18	44200000	45200000	2503
chr18	44300000	45300000	2469
chr18	44400000	45400000	2467
chr18	44500000	45500000	2459
chr18	44600000	45600000	2383
chr18	44700000	45700000	2359
chr18	44800000	45800000	2349
chr18	44900000	45900000	2363
chr18	45000000	46000000	2389
chr18	45100000	46100000	2418
chr18	45200000	46200000	2421
chr18	45300000	46300000	2394
chr18	45400000	46400000	2388
chr18	45500000	46500000	2403
chr18	45600000	46600000	2389
chr18	45700000	46700000	2388
chr18	45800000	46800000	2410
chr18	45900000	46900000	2392
chr18	46000000	47000000	2386
chr18	46100000	47100000	2442
chr18	46200000	47200000	2464
chr18	46300000	47300000	2502
chr18	46400000	47400000	2511
chr18	46500000	47500000	2507
chr18	46600000	47600000	2532
chr18	46700000	47700000	2548
chr18	46800000	47800000	2597
chr18	46900000	47900000	2617
chr18	47000000	48000000	2625
chr18	47100000	48100000	2548
chr18	47200000	48200000	2567
chr18	47300000	48300000	2574
chr18	47400000	48400000	2645
chr18	47500000	48500000	2660
chr18	47600000	48600000	2680
chr18	47700000	48700000	2701
chr18	47800000	48800000	2662
chr18	47900000	48900000	2656
chr18	48000000	49000000	2679
chr18	48100000	49100000	2682
chr18	48200000	49200000	2625
chr18	48300000	49300000	2601
chr18	48400000	49400000	2524
chr18	48500000	49500000	2467
chr18	48600000	49600000	2442
chr18	48700000	49700000	2401
chr18	48800000	49800000	2357
chr18	48900000	49900000	2336
chr18	49000000	50000000	2322
chr18	49100000	50100000	2315
chr18	49200000	50200000	2325
chr18	49300000	50300000	2311
chr18	49400000	50400000	2304
chr18	49500000	50500000	2320
chr18	49600000	50600000	2277
chr18	49700000	50700000	2265
chr18	49800000	50800000	2295
chr18	49900000	50900000	2304
chr18	50000000	51000000	2283
chr18	50100000	51100000	2267
chr18	50200000	51200000	2244
chr18	50300000	51300000	2274
chr18	50400000	51400000	2306
chr18	50500000	51500000	2301
chr18	50600000	51600000	2344
chr18	50700000	51700000	2357
chr18	50800000	51800000	2394
chr18	50900000	51900000	2389
chr18	51000000	52000000	2407
chr18	51100000	52100000	2312
chr18	51200000	52200000	2101
chr18	51300000	52300000	2039
chr18	51400000	52400000	2010
chr18	51500000	52500000	2021
chr18	51600000	52600000	2028
chr18	51700000	52700000	2036
chr18	51800000	52800000	1988
chr18	51900000	52900000	2009
chr18	52000000	53000000	1973
chr18	52100000	53100000	2039
chr18	52200000	53200000	2257
chr18	52300000	53300000	2317
chr18	52400000	53400000	2353
chr18	52500000	53500000	2356
chr18	52600000	53600000	2357
chr18	52700000	53700000	2337
chr18	52800000	53800000	2338
chr18	52900000	53900000	2338
chr18	53000000	54000000	2323
chr18	53100000	54100000	2375
chr18	53200000	54200000	2381
chr18	53300000	54300000	2407
chr18	53400000	54400000	2380
chr18	53500000	54500000	2355
chr18	53600000	54600000	2337
chr18	53700000	54700000	2337
chr18	53800000	54800000	2350
chr18	53900000	54900000	2368
chr18	54000000	55000000	2441
chr18	54100000	55100000	2470
chr18	54200000	55200000	2508
chr18	54300000	55300000	2530
chr18	54400000	55400000	2590
chr18	54500000	55500000	2662
chr18	54600000	55600000	2711
chr18	54700000	55700000	2772
chr18	54800000	55800000	2834
chr18	54900000	55900000	2818
chr18	55000000	56000000	2787
chr18	55100000	56100000	2770
chr18	55200000	56200000	2790
chr18	55300000	56300000	2735
chr18	55400000	56400000	2727
chr18	55500000	56500000	2760
chr18	55600000	56600000	2784
chr18	55700000	56700000	2729
chr18	55800000	56800000	2703
chr18	55900000	56900000	2707
chr18	56000000	57000000	2749
chr18	56100000	57100000	2763
chr18	56200000	57200000	2750
chr18	56300000	57300000	2772
chr18	56400000	57400000	2755
chr18	56500000	57500000	2723
chr18	56600000	57600000	2724
chr18	56700000	57700000	2749
chr18	56800000	57800000	2679
chr18	56900000	57900000	2646
chr18	57000000	58000000	2573
chr18	57100000	58100000	2559
chr18	57200000	58200000	2526
chr18	57300000	58300000	2479
chr18	57400000	58400000	2414
chr18	57500000	58500000	2333
chr18	57600000	58600000	2260
chr18	57700000	58700000	2254
chr18	57800000	58800000	2255
chr18	57900000	58900000	2255
chr18	58000000	59000000	2281
chr18	58100000	59100000	2228
chr18	58200000	59200000	2200
chr18	58300000	59300000	2229
chr18	58400000	59400000	2263
chr18	58500000	59500000	2293
chr18	58600000	59600000	2298
chr18	58700000	59700000	2295
chr18	58800000	59800000	2279
chr18	58900000	59900000	2288
chr18	59000000	60000000	2261
chr18	59100000	60100000	2316
chr18	59200000	60200000	2380
chr18	59300000	60300000	2394
chr18	59400000	60400000	2394
chr18	59500000	60500000	2372
chr18	59600000	60600000	2410
chr18	59700000	60700000	2419
chr18	59800000	60800000	2467
chr18	59900000	60900000	2469
chr18	60000000	61000000	2534
chr18	60100000	61100000	2557
chr18	60200000	61200000	2553
chr18	60300000	61300000	2529
chr18	60400000	61400000	2529
chr18	60500000	61500000	2530
chr18	60600000	61600000	2497
chr18	60700000	61700000	2506
chr18	60800000	61800000	2492
chr18	60900000	61900000	2467
chr18	61000000	62000000	2441
chr18	61100000	62100000	2381
chr18	61200000	62200000	2353
chr18	61300000	62300000	2338
chr18	61400000	62400000	2298
chr18	61500000	62500000	2312
chr18	61600000	62600000	2299
chr18	61700000	62700000	2223
chr18	61800000	62800000	2212
chr18	61900000	62900000	2249
chr18	62000000	63000000	2213
chr18	62100000	63100000	2176
chr18	62200000	63200000	2129
chr18	62300000	63300000	2112
chr18	62400000	63400000	2112
chr18	62500000	63500000	2089
chr18	62600000	63600000	2079
chr18	62700000	63700000	2115
chr18	62800000	63800000	2099
chr18	62900000	63900000	2055
chr18	63000000	64000000	2042
chr18	63100000	64100000	2042
chr18	63200000	64200000	2074
chr18	63300000	64300000	2060
chr18	63400000	64400000	2048
chr18	63500000	64500000	2052
chr18	63600000	64600000	2046
chr18	63700000	64700000	2013
chr18	63800000	64800000	2031
chr18	63900000	64900000	2039
chr18	64000000	65000000	2054
chr18	64100000	65100000	2063
chr18	64200000	65200000	2079
chr18	64300000	65300000	2096
chr18	64400000	65400000	2102
chr18	64500000	65500000	2102
chr18	64600000	65600000	2104
chr18	64700000	65700000	2135
chr18	64800000	65800000	2116
chr18	64900000	65900000	2118
chr18	65000000	66000000	2097
chr18	65100000	66100000	2136
chr18	65200000	66200000	2105
chr18	65300000	66300000	2142
chr18	65400000	66400000	2158
chr18	65500000	66500000	2152
chr18	65600000	66600000	2169
chr18	65700000	66700000	2124
chr18	65800000	66800000	2107
chr18	65900000	66900000	2076
chr18	66000000	67000000	2087
chr18	66100000	67100000	2076
chr18	66200000	67200000	2088
chr18	66300000	67300000	2069
chr18	66400000	67400000	2112
chr18	66500000	67500000	2132
chr18	66600000	67600000	2135
chr18	66700000	67700000	2193
chr18	66800000	67800000	2232
chr18	66900000	67900000	2309
chr18	67000000	68000000	2366
chr18	67100000	68100000	2407
chr18	67200000	68200000	2443
chr18	67300000	68300000	2470
chr18	67400000	68400000	2445
chr18	67500000	68500000	2444
chr18	67600000	68600000	2442
chr18	67700000	68700000	2403
chr18	67800000	68800000	2375
chr18	67900000	68900000	2334
chr18	68000000	69000000	2272
chr18	68100000	69100000	2196
chr18	68200000	69200000	2147
chr18	68300000	69300000	2107
chr18	68400000	69400000	2097
chr18	68500000	69500000	2060
chr18	68600000	69600000	2047
chr18	68700000	69700000	2062
chr18	68800000	69800000	2081
chr18	68900000	69900000	2079
chr18	69000000	70000000	2099
chr18	69100000	70100000	2128
chr18	69200000	70200000	2145
chr18	69300000	70300000	2157
chr18	69400000	70400000	2163
chr18	69500000	70500000	2159
chr18	69600000	70600000	2197
chr18	69700000	70700000	2237
chr18	69800000	70800000	2225
chr18	69900000	70900000	2245
chr18	70000000	71000000	2272
chr18	70100000	71100000	2265
chr18	70200000	71200000	2245
chr18	70300000	71300000	2241
chr18	70400000	71400000	2237
chr18	70500000	71500000	2283
chr18	70600000	71600000	2272
chr18	70700000	71700000	2256
chr18	70800000	71800000	2284
chr18	70900000	71900000	2302
chr18	71000000	72000000	2287
chr18	71100000	72100000	2326
chr18	71200000	72200000	2349
chr18	71300000	72300000	2359
chr18	71400000	72400000	2282
chr18	71500000	72500000	2272
chr18	71600000	72600000	2246
chr18	71700000	72700000	2228
chr18	71800000	72800000	2196
chr18	71900000	72900000	2162
chr18	72000000	73000000	2114
chr18	72100000	73100000	2079
chr18	72200000	73200000	2078
chr18	72300000	73300000	2086
chr18	72400000	73400000	2188
chr18	72500000	73500000	2212
chr18	72600000	73600000	2240
chr18	72700000	73700000	2236
chr18	72800000	73800000	2263
chr18	72900000	73900000	2303
chr18	73000000	74000000	2351
chr18	73100000	74100000	2378
chr18	73200000	74200000	2340
chr18	73300000	74300000	2337
chr18	73400000	74400000	2370
chr18	73500000	74500000	2391
chr18	73600000	74600000	2417
chr18	73700000	74700000	2436
chr18	73800000	74800000	2425
chr18	73900000	74900000	2386
chr18	74000000	75000000	2384
chr18	74100000	75100000	2402
chr18	74200000	75200000	2439
chr18	74300000	75300000	2424
chr18	74400000	75400000	2393
chr18	74500000	75500000	2334
chr18	74600000	75600000	2267
chr18	74700000	75700000	2251
chr18	74800000	75800000	2145
chr18	74900000	75900000	2170
chr18	75000000	76000000	2177
chr19	100000	1100000	2895
chr19	200000	1200000	2979
chr19	300000	1300000	2945
chr19	400000	1400000	3026
chr19	500000	1500000	2970
chr19	600000	1600000	2981
chr19	700000	1700000	3001
chr19	800000	1800000	2930
chr19	900000	1900000	2886
chr19	1000000	2000000	2895
chr19	1100000	2100000	2974
chr19	1200000	2200000	2982
chr19	1300000	2300000	3063
chr19	1400000	2400000	3013
chr19	1500000	2500000	3126
chr19	1600000	2600000	3176
chr19	1700000	2700000	3228
chr19	1800000	2800000	3209
chr19	1900000	2900000	3241
chr19	2000000	3000000	3308
chr19	2100000	3100000	3335
chr19	2200000	3200000	3336
chr19	2300000	3300000	3361
chr19	2400000	3400000	3395
chr19	2500000	3500000	3371
chr19	2600000	3600000	3337
chr19	2700000	3700000	3226
chr19	2800000	3800000	3285
chr19	2900000	3900000	3313
chr19	3000000	4000000	3311
chr19	3100000	4100000	3221
chr19	3200000	4200000	3280
chr19	3300000	4300000	3333
chr19	3400000	4400000	3357
chr19	3500000	4500000	3365
chr19	3600000	4600000	3384
chr19	3700000	4700000	3473
chr19	3800000	4800000	3476
chr19	3900000	4900000	3597
chr19	4000000	5000000	3598
chr19	4100000	5100000	3530
chr19	4200000	5200000	3440
chr19	4300000	5300000	3377
chr19	4400000	5400000	3419
chr19	4500000	5500000	3461
chr19	4600000	5600000	3447
chr19	4700000	5700000	3388
chr19	4800000	5800000	3420
chr19	4900000	5900000	3300
chr19	5000000	6000000	3194
chr19	5100000	6100000	3273
chr19	5200000	6200000	3319
chr19	5300000	6300000	3240
chr19	5400000	6400000	3226
chr19	5500000	6500000	3258
chr19	5600000	6600000	3282
chr19	5700000	6700000	3380
chr19	5800000	6800000	3305
chr19	5900000	6900000	3337
chr19	6000000	7000000	3364
chr19	6100000	7100000	3402
chr19	6200000	7200000	3368
chr19	6300000	7300000	3475
chr19	6400000	7400000	3291
chr19	6500000	7500000	3222
chr19	6600000	7600000	3262
chr19	6700000	7700000	3231
chr19	6800000	7800000	3278
chr19	6900000	7900000	3264
chr19	7000000	8000000	3246
chr19	7100000	8100000	3298
chr19	7200000	8200000	3336
chr19	7300000	8300000	3442
chr19	7400000	8400000	3638
chr19	7500000	8500000	3656
chr19	7600000	8600000	3586
chr19	7700000	8700000	3574
chr19	7800000	8800000	3404
chr19	7900000	8900000	3378
chr19	8000000	9000000	3408
chr19	8100000	9100000	3239
chr19	8200000	9200000	3254
chr19	8300000	9300000	3161
chr19	8400000	9400000	3074
chr19	8500000	9500000	2972
chr19	8600000	9600000	2954
chr19	8700000	9700000	2927
chr19	8800000	9800000	3079
chr19	8900000	9900000	3038
chr19	9000000	10000000	3068
chr19	9100000	10100000	3194
chr19	9200000	10200000	3207
chr19	9300000	10300000	3201
chr19	9400000	10400000	3275
chr19	9500000	10500000	3391
chr19	9600000	10600000	3473
chr19	9700000	10700000	3575
chr19	9800000	10800000	3586
chr19	9900000	10900000	3703
chr19	10000000	11000000	3706
chr19	10100000	11100000	3732
chr19	10200000	11200000	3701
chr19	10300000	11300000	3755
chr19	10400000	11400000	3712
chr19	10500000	11500000	3712
chr19	10600000	11600000	3688
chr19	10700000	11700000	3682
chr19	10800000	11800000	3639
chr19	10900000	11900000	3590
chr19	11000000	12000000	3540
chr19	11100000	12100000	3465
chr19	11200000	12200000	3466
chr19	11300000	12300000	3363
chr19	11400000	12400000	3338
chr19	11500000	12500000	3292
chr19	11600000	12600000	3245
chr19	11700000	12700000	3212
chr19	11800000	12800000	3269
chr19	11900000	12900000	3288
chr19	12000000	13000000	3329
chr19	12100000	13100000	3411
chr19	12200000	13200000	3294
chr19	12300000	13300000	3320
chr19	12400000	13400000	3358
chr19	12500000	13500000	3379
chr19	12600000	13600000	3402
chr19	12700000	13700000	3366
chr19	12800000	13800000	3348
chr19	12900000	13900000	3369
chr19	13000000	14000000	3381
chr19	13100000	14100000	3364
chr19	13200000	14200000	3507
chr19	13300000	14300000	3516
chr19	13400000	14400000	3590
chr19	13500000	14500000	3632
chr19	13600000	14600000	3656
chr19	13700000	14700000	3685
chr19	13800000	14800000	3683
chr19	13900000	14900000	3620
chr19	14000000	15000000	3554
chr19	14100000	15100000	3484
chr19	14200000	15200000	3449
chr19	14300000	15300000	3422
chr19	14400000	15400000	3292
chr19	14500000	15500000	3256
chr19	14600000	15600000	3216
chr19	14700000	15700000	3203
chr19	14800000	15800000	3099
chr19	14900000	15900000	3062
chr19	15000000	16000000	3079
chr19	15100000	16100000	3046
chr19	15200000	16200000	3044
chr19	15300000	16300000	3093
chr19	15400000	16400000	3121
chr19	15500000	16500000	3093
chr19	15600000	16600000	3100
chr19	15700000	16700000	3091
chr19	15800000	16800000	3153
chr19	15900000	16900000	3261
chr19	16000000	17000000	3292
chr19	16100000	17100000	3378
chr19	16200000	17200000	3422
chr19	16300000	17300000	3440
chr19	16400000	17400000	3513
chr19	16500000	17500000	3538
chr19	16600000	17600000	3601
chr19	16700000	17700000	3645
chr19	16800000	17800000	3644
chr19	16900000	17900000	3597
chr19	17000000	18000000	3656
chr19	17100000	18100000	3706
chr19	17200000	18200000	3724
chr19	17300000	18300000	3708
chr19	17400000	18400000	3674
chr19	17500000	18500000	3679
chr19	17600000	18600000	3564
chr19	17700000	18700000	3542
chr19	17800000	18800000	3554
chr19	17900000	18900000	3493
chr19	18000000	19000000	3418
chr19	18100000	19100000	3377
chr19	18200000	19200000	3335
chr19	18300000	19300000	3324
chr19	18400000	19400000	3294
chr19	18500000	19500000	3294
chr19	18600000	19600000	3315
chr19	18700000	19700000	3242
chr19	18800000	19800000	3260
chr19	18900000	19900000	3293
chr19	19000000	20000000	3260
chr19	19100000	20100000	3184
chr19	19200000	20200000	3134
chr19	19300000	20300000	3028
chr19	19400000	20400000	2982
chr19	19500000	20500000	2847
chr19	19600000	20600000	2666
chr19	19700000	20700000	2650
chr19	19800000	20800000	2587
chr19	19900000	20900000	2495
chr19	20000000	21000000	2495
chr19	20100000	21100000	2403
chr19	20200000	21200000	2378
chr19	20300000	21300000	2405
chr19	20400000	21400000	2382
chr19	20500000	21500000	2396
chr19	20600000	21600000	2531
chr19	20700000	21700000	2514
chr19	20800000	21800000	2490
chr19	20900000	21900000	2492
chr19	21000000	22000000	2458
chr19	21100000	22100000	2515
chr19	21200000	22200000	2454
chr19	21300000	22300000	2396
chr19	21400000	22400000	2377
chr19	21500000	22500000	2385
chr19	21600000	22600000	2393
chr19	21700000	22700000	2362
chr19	21800000	22800000	2362
chr19	21900000	22900000	2381
chr19	22000000	23000000	2382
chr19	22100000	23100000	2387
chr19	22200000	23200000	2381
chr19	22300000	23300000	2431
chr19	22400000	23400000	2444
chr19	22500000	23500000	2461
chr19	22600000	23600000	2415
chr19	29700000	30700000	2566
chr19	29800000	30800000	2550
chr19	29900000	30900000	2555
chr19	30000000	31000000	2580
chr19	30100000	31100000	2562
chr19	30200000	31200000	2571
chr19	30300000	31300000	2498
chr19	30400000	31400000	2463
chr19	30500000	31500000	2438
chr19	30600000	31600000	2445
chr19	30700000	31700000	2437
chr19	30800000	31800000	2406
chr19	30900000	31900000	2374
chr19	31000000	32000000	2372
chr19	31100000	32100000	2394
chr19	31200000	32200000	2387
chr19	31300000	32300000	2402
chr19	31400000	32400000	2373
chr19	31500000	32500000	2368
chr19	31600000	32600000	2358
chr19	31700000	32700000	2381
chr19	31800000	32800000	2440
chr19	31900000	32900000	2493
chr19	32000000	33000000	2491
chr19	32100000	33100000	2525
chr19	32200000	33200000	2617
chr19	32300000	33300000	2686
chr19	32400000	33400000	2768
chr19	32500000	33500000	2890
chr19	32600000	33600000	3038
chr19	32700000	33700000	3077
chr19	32800000	33800000	3059
chr19	32900000	33900000	3071
chr19	33000000	34000000	3062
chr19	33100000	34100000	3033
chr19	33200000	34200000	2952
chr19	33300000	34300000	2932
chr19	33400000	34400000	2932
chr19	33500000	34500000	2858
chr19	33600000	34600000	2794
chr19	33700000	34700000	2827
chr19	33800000	34800000	2928
chr19	33900000	34900000	2999
chr19	34000000	35000000	3090
chr19	34100000	35100000	3078
chr19	34200000	35200000	3061
chr19	34300000	35300000	3036
chr19	34400000	35400000	3010
chr19	34500000	35500000	2995
chr19	34600000	35600000	2971
chr19	34700000	35700000	2919
chr19	34800000	35800000	2837
chr19	34900000	35900000	2788
chr19	35000000	36000000	2750
chr19	35100000	36100000	2785
chr19	35200000	36200000	2881
chr19	35300000	36300000	2923
chr19	35400000	36400000	2979
chr19	35500000	36500000	3090
chr19	35600000	36600000	3119
chr19	35700000	36700000	3211
chr19	35800000	36800000	3293
chr19	35900000	36900000	3319
chr19	36000000	37000000	3378
chr19	36100000	37100000	3359
chr19	36200000	37200000	3279
chr19	36300000	37300000	3288
chr19	36400000	37400000	3237
chr19	36500000	37500000	3138
chr19	36600000	37600000	3114
chr19	36700000	37700000	3006
chr19	36800000	37800000	2973
chr19	36900000	37900000	2913
chr19	37000000	38000000	2842
chr19	37100000	38100000	2856
chr19	37200000	38200000	2841
chr19	37300000	38300000	2868
chr19	37400000	38400000	2898
chr19	37500000	38500000	2962
chr19	37600000	38600000	2980
chr19	37700000	38700000	3048
chr19	37800000	38800000	3077
chr19	37900000	38900000	3170
chr19	38000000	39000000	3240
chr19	38100000	39100000	3307
chr19	38200000	39200000	3371
chr19	38300000	39300000	3367
chr19	38400000	39400000	3365
chr19	38500000	39500000	3409
chr19	38600000	39600000	3496
chr19	38700000	39700000	3464
chr19	38800000	39800000	3463
chr19	38900000	39900000	3433
chr19	39000000	40000000	3430
chr19	39100000	40100000	3375
chr19	39200000	40200000	3320
chr19	39300000	40300000	3271
chr19	39400000	40400000	3286
chr19	39500000	40500000	3246
chr19	39600000	40600000	3123
chr19	39700000	40700000	3151
chr19	39800000	40800000	3082
chr19	39900000	40900000	3125
chr19	40000000	41000000	3143
chr19	40100000	41100000	3182
chr19	40200000	41200000	3261
chr19	40300000	41300000	3332
chr19	40400000	41400000	3326
chr19	40500000	41500000	3289
chr19	40600000	41600000	3307
chr19	40700000	41700000	3337
chr19	40800000	41800000	3403
chr19	40900000	41900000	3348
chr19	41000000	42000000	3243
chr19	41100000	42100000	3124
chr19	41200000	42200000	3059
chr19	41300000	42300000	2991
chr19	41400000	42400000	2978
chr19	41500000	42500000	2987
chr19	41600000	42600000	2957
chr19	41700000	42700000	2860
chr19	41800000	42800000	2794
chr19	41900000	42900000	2816
chr19	42000000	43000000	2892
chr19	42100000	43100000	2994
chr19	42200000	43200000	2951
chr19	42300000	43300000	2902
chr19	42400000	43400000	2827
chr19	42500000	43500000	2715
chr19	42600000	43600000	2655
chr19	42700000	43700000	2600
chr19	42800000	43800000	2532
chr19	42900000	43900000	2455
chr19	43000000	44000000	2461
chr19	43100000	44100000	2484
chr19	43200000	44200000	2572
chr19	43300000	44300000	2655
chr19	43400000	44400000	2684
chr19	43500000	44500000	2741
chr19	43600000	44600000	2787
chr19	43700000	44700000	2850
chr19	43800000	44800000	2906
chr19	43900000	44900000	2903
chr19	44000000	45000000	2797
chr19	44100000	45100000	2769
chr19	44200000	45200000	2759
chr19	44300000	45300000	2786
chr19	44400000	45400000	2891
chr19	44500000	45500000	2985
chr19	44600000	45600000	3083
chr19	44700000	45700000	3094
chr19	44800000	45800000	3205
chr19	44900000	45900000	3328
chr19	45000000	46000000	3481
chr19	45100000	46100000	3541
chr19	45200000	46200000	3619
chr19	45300000	46300000	3631
chr19	45400000	46400000	3600
chr19	45500000	46500000	3573
chr19	45600000	46600000	3505
chr19	45700000	46700000	3512
chr19	45800000	46800000	3476
chr19	45900000	46900000	3390
chr19	46000000	47000000	3347
chr19	46100000	47100000	3325
chr19	46200000	47200000	3292
chr19	46300000	47300000	3277
chr19	46400000	47400000	3320
chr19	46500000	47500000	3286
chr19	46600000	47600000	3333
chr19	46700000	47700000	3402
chr19	46800000	47800000	3416
chr19	46900000	47900000	3488
chr19	47000000	48000000	3432
chr19	47100000	48100000	3420
chr19	47200000	48200000	3369
chr19	47300000	48300000	3383
chr19	47400000	48400000	3432
chr19	47500000	48500000	3461
chr19	47600000	48600000	3492
chr19	47700000	48700000	3458
chr19	47800000	48800000	3428
chr19	47900000	48900000	3410
chr19	48000000	49000000	3455
chr19	48100000	49100000	3474
chr19	48200000	49200000	3493
chr19	48300000	49300000	3546
chr19	48400000	49400000	3514
chr19	48500000	49500000	3578
chr19	48600000	49600000	3526
chr19	48700000	49700000	3496
chr19	48800000	49800000	3573
chr19	48900000	49900000	3566
chr19	49000000	50000000	3610
chr19	49100000	50100000	3626
chr19	49200000	50200000	3620
chr19	49300000	50300000	3599
chr19	49400000	50400000	3473
chr19	49500000	50500000	3407
chr19	49600000	50600000	3399
chr19	49700000	50700000	3449
chr19	49800000	50800000	3383
chr19	49900000	50900000	3351
chr19	50000000	51000000	3271
chr19	50100000	51100000	3191
