chrom	start	end	GC_percentage	MboI
chr2	168700001	169700000	0.39765	2386
chr2	168800001	169800000	0.396704	2393
chr2	168900001	169900000	0.394648	2372
chr2	169000001	170000000	0.395112	2404
chr2	169100001	170100000	0.393426	2415
chr2	169200001	170200000	0.39245	2342
chr2	169300001	170300000	0.393599	2380
chr2	169400001	170400000	0.391923	2404
chr2	169500001	170500000	0.391981	2466
chr2	169600001	170600000	0.392931	2529
chr2	169700001	170700000	0.3945	2561
chr2	169800001	170800000	0.393392	2553
chr2	169900001	170900000	0.391698	2609
chr2	170000001	171000000	0.389872	2595
chr2	170100001	171100000	0.391267	2564
chr2	170200001	171200000	0.39095	2605
chr2	170300001	171300000	0.391396	2602
chr2	170400001	171400000	0.394772	2583
chr2	170500001	171500000	0.396344	2594
chr2	170600001	171600000	0.399073	2600
chr2	170700001	171700000	0.398946	2580
chr2	170800001	171800000	0.403683	2597
chr2	170900001	171900000	0.408554	2608
chr2	171000001	172000000	0.406811	2635
chr2	171100001	172100000	0.406543	2669
chr2	171200001	172200000	0.408854	2713
chr2	171300001	172300000	0.40731	2704
chr2	171400001	172400000	0.405993	2738
chr2	171500001	172500000	0.407165	2708
chr2	171600001	172600000	0.401578	2696
chr2	171700001	172700000	0.397864	2676
chr2	171800001	172800000	0.397055	2748
chr2	171900001	172900000	0.397065	2768
chr2	172000001	173000000	0.404148	2767
chr2	172100001	173100000	0.406845	2764
chr2	172200001	173200000	0.408719	2749
chr2	172300001	173300000	0.412851	2744
chr2	172400001	173400000	0.414425	2674
chr2	172500001	173500000	0.413545	2684
chr2	172600001	173600000	0.417226	2673
chr2	172700001	173700000	0.418906	2696
chr2	172800001	173800000	0.418011	2612
chr2	172900001	173900000	0.418249	2572
chr2	173000001	174000000	0.414184	2540
chr2	173100001	174100000	0.409209	2551
chr2	173200001	174200000	0.407693	2551
chr2	173300001	174300000	0.407117	2555
chr2	173400001	174400000	0.406353	2578
chr2	173500001	174500000	0.40624	2568
chr2	173600001	174600000	0.405145	2557
chr2	173700001	174700000	0.406229	2544
chr2	173800001	174800000	0.406213	2544
chr2	173900001	174900000	0.408004	2547
chr2	174000001	175000000	0.406504	2568
chr2	174100001	175100000	0.405045	2548
chr2	174200001	175200000	0.405364	2581
chr2	174300001	175300000	0.402063	2556
chr2	174400001	175400000	0.402	2566
chr2	174500001	175500000	0.403471	2565
chr2	174600001	175600000	0.407139	2567
chr2	174700001	175700000	0.407651	2556
chr2	174800001	175800000	0.403801	2555
chr2	174900001	175900000	0.399838	2557
chr2	175000001	176000000	0.398232	2530
chr2	175100001	176100000	0.399779	2528
chr2	175200001	176200000	0.396408	2439
chr2	175300001	176300000	0.396191	2458
chr2	175400001	176400000	0.394842	2428
chr2	175500001	176500000	0.392106	2399
chr2	175600001	176600000	0.387465	2413
chr2	175700001	176700000	0.385842	2379
chr2	175800001	176800000	0.388421	2369
chr2	175900001	176900000	0.385995	2350
chr2	176000001	177000000	0.39743	2348
chr2	176100001	177100000	0.405092	2352
chr2	176200001	177200000	0.402793	2338
chr2	176300001	177300000	0.400811	2309
chr2	176400001	177400000	0.401801	2303
chr2	176500001	177500000	0.402804	2329
chr2	176600001	177600000	0.40227	2281
chr2	176700001	177700000	0.40229	2302
chr2	176800001	177800000	0.401216	2304
chr2	176900001	177900000	0.405196	2303
chr2	177000001	178000000	0.396525	2310
chr2	177100001	178100000	0.390617	2338
chr2	177200001	178200000	0.395799	2413
chr2	177300001	178300000	0.397558	2474
chr2	177400001	178400000	0.39221	2470
chr2	177500001	178500000	0.392804	2458
chr2	177600001	178600000	0.393908	2470
chr2	177700001	178700000	0.393045	2481
chr2	177800001	178800000	0.393081	2463
chr2	177900001	178900000	0.391952	2472
chr2	178000001	179000000	0.391274	2488
chr2	178100001	179100000	0.391726	2457
chr2	178200001	179200000	0.389389	2436
chr2	178300001	179300000	0.38966	2413
chr2	178400001	179400000	0.393683	2413
chr2	178500001	179500000	0.392358	2462
chr2	178600001	179600000	0.388814	2440
chr2	178700001	179700000	0.386298	2414
chr2	178800001	179800000	0.385804	2422
chr2	178900001	179900000	0.384731	2416
chr2	179000001	180000000	0.384768	2401
chr2	179100001	180100000	0.381396	2392
chr2	179200001	180200000	0.380911	2372
chr2	179300001	180300000	0.379562	2339
chr2	179400001	180400000	0.376527	2332
chr2	179500001	180500000	0.37392	2278
chr2	179600001	180600000	0.374696	2306
chr2	179700001	180700000	0.374424	2290
chr2	179800001	180800000	0.375302	2305
chr2	179900001	180900000	0.373946	2271
chr2	180000001	181000000	0.371633	2260
chr2	180100001	181100000	0.370801	2234
chr2	180200001	181200000	0.36833	2197
chr2	180300001	181300000	0.366355	2207
chr2	180400001	181400000	0.367082	2228
chr2	180500001	181500000	0.365759	2230
chr2	180600001	181600000	0.366028	2213
chr2	180700001	181700000	0.365021	2215
chr2	180800001	181800000	0.362345	2198
chr2	180900001	181900000	0.361339	2165
chr2	181000001	182000000	0.36074	2115
chr2	181100001	182100000	0.361083	2112
chr2	181200001	182200000	0.360341	2124
chr2	181300001	182300000	0.361169	2096
chr2	181400001	182400000	0.360693	2074
chr2	181500001	182500000	0.361337	2071
chr2	181600001	182600000	0.364049	2119
chr2	181700001	182700000	0.366876	2190
chr2	181800001	182800000	0.366421	2172
chr2	181900001	182900000	0.36809	2237
chr2	182000001	183000000	0.36847	2283
chr2	182100001	183100000	0.368969	2301
chr2	182200001	183200000	0.369745	2297
chr2	182300001	183300000	0.369936	2302
chr2	182400001	183400000	0.369625	2270
chr2	182500001	183500000	0.370967	2264
chr2	182600001	183600000	0.368734	2306
chr2	182700001	183700000	0.367657	2242
chr2	182800001	183800000	0.370032	2269
chr2	182900001	183900000	0.368271	2244
chr2	183000001	184000000	0.37227	2280
chr2	183100001	184100000	0.372895	2282
chr2	183200001	184200000	0.374423	2323
chr2	183300001	184300000	0.374757	2336
chr2	183400001	184400000	0.376159	2360
chr2	183500001	184500000	0.375307	2363
chr2	183600001	184600000	0.372645	2296
chr2	183700001	184700000	0.371304	2326
chr2	183800001	184800000	0.370463	2329
chr2	183900001	184900000	0.370583	2338
chr2	184000001	185000000	0.36526	2283
chr2	184100001	185100000	0.362201	2272
chr2	184200001	185200000	0.357682	2206
chr2	184300001	185300000	0.353968	2169
chr2	184400001	185400000	0.350361	2136
chr2	184500001	185500000	0.347705	2092
chr2	184600001	185600000	0.347108	2072
chr2	184700001	185700000	0.344165	2029
chr2	184800001	185800000	0.341482	2011
chr2	184900001	185900000	0.340471	1993
chr2	185000001	186000000	0.339833	1991
chr2	185100001	186100000	0.339125	1966
chr2	185200001	186200000	0.340172	2000
chr2	185300001	186300000	0.342777	2024
chr2	185400001	186400000	0.342957	2057
chr2	185500001	186500000	0.342913	2078
chr2	185600001	186600000	0.342549	2091
chr2	185700001	186700000	0.343809	2107
chr2	185800001	186800000	0.345406	2117
chr2	185900001	186900000	0.345554	2138
chr2	186000001	187000000	0.34584	2139
chr2	186100001	187100000	0.348462	2188
chr2	186200001	187200000	0.350045	2208
chr2	186300001	187300000	0.350513	2193
chr2	186400001	187400000	0.353881	2190
chr2	186500001	187500000	0.357296	2200
chr2	186600001	187600000	0.359952	2233
chr2	186700001	187700000	0.362932	2248
chr2	186800001	187800000	0.362604	2224
chr2	186900001	187900000	0.368652	2262
chr2	187000001	188000000	0.368963	2273
chr2	187100001	188100000	0.369652	2247
chr2	187200001	188200000	0.368174	2205
chr2	187300001	188300000	0.364869	2191
chr2	187400001	188400000	0.361995	2191
chr2	187500001	188500000	0.360544	2195
chr2	187600001	188600000	0.359566	2165
chr2	187700001	188700000	0.357096	2138
chr2	187800001	188800000	0.357863	2158
chr2	187900001	188900000	0.353911	2133
chr2	188000001	189000000	0.35523	2128
chr2	188100001	189100000	0.35473	2124
chr2	188200001	189200000	0.355939	2146
chr2	188300001	189300000	0.358859	2183
chr2	188400001	189400000	0.359189	2169
chr2	188500001	189500000	0.358038	2191
chr2	188600001	189600000	0.356601	2173
chr2	188700001	189700000	0.356058	2153
chr2	188800001	189800000	0.356234	2165
chr2	188900001	189900000	0.354608	2149
chr2	189000001	190000000	0.352617	2138
chr2	189100001	190100000	0.351613	2134
chr2	189200001	190200000	0.352391	2143
chr2	189300001	190300000	0.352241	2128
chr2	189400001	190400000	0.355753	2173
chr2	189500001	190500000	0.35861	2178
chr2	189600001	190600000	0.362553	2229
chr2	189700001	190700000	0.365335	2268
chr2	189800001	190800000	0.364946	2271
chr2	189900001	190900000	0.367509	2321
chr2	190000001	191000000	0.370654	2391
chr2	190100001	191100000	0.37451	2419
chr2	190200001	191200000	0.376652	2415
chr2	190300001	191300000	0.381083	2461
chr2	190400001	191400000	0.382709	2470
chr2	190500001	191500000	0.384273	2460
chr2	190600001	191600000	0.385405	2431
chr2	190700001	191700000	0.387737	2474
chr2	190800001	191800000	0.388774	2492
chr2	190900001	191900000	0.39125	2453
chr2	191000001	192000000	0.391067	2430
chr2	191100001	192100000	0.391344	2425
chr2	191200001	192200000	0.393237	2414
chr2	191300001	192300000	0.391507	2371
chr2	191400001	192400000	0.392225	2342
chr2	191500001	192500000	0.393198	2366
chr2	191600001	192600000	0.39222	2394
chr2	191700001	192700000	0.39134	2346
chr2	191800001	192800000	0.393543	2314
chr2	191900001	192900000	0.389727	2308
chr2	192000001	193000000	0.388465	2276
chr2	192100001	193100000	0.384128	2234
chr2	192200001	193200000	0.37884	2209
chr2	192300001	193300000	0.374392	2186
chr2	192400001	193400000	0.370981	2181
chr2	192500001	193500000	0.365032	2118
chr2	192600001	193600000	0.36074	2083
chr2	192700001	193700000	0.355787	2052
chr2	192800001	193800000	0.351991	2036
chr2	192900001	193900000	0.349594	2019
chr2	193000001	194000000	0.346303	2012
chr2	193100001	194100000	0.344783	2016
chr2	193200001	194200000	0.343479	2013
chr2	193300001	194300000	0.342117	2014
chr2	193400001	194400000	0.340182	2002
chr2	193500001	194500000	0.34072	2030
chr2	193600001	194600000	0.340176	2015
chr2	193700001	194700000	0.339872	2042
chr2	193800001	194800000	0.339069	2059
chr2	193900001	194900000	0.338583	2062
chr2	194000001	195000000	0.340407	2059
chr2	194100001	195100000	0.34133	2063
chr2	194200001	195200000	0.341642	2063
chr2	194300001	195300000	0.342406	2056
chr2	194400001	195400000	0.340115	2050
chr2	194500001	195500000	0.33925	2029
chr2	194600001	195600000	0.339784	2033
chr2	194700001	195700000	0.33988	2007
chr2	194800001	195800000	0.339509	2005
chr2	194900001	195900000	0.341879	2012
chr2	195000001	196000000	0.342764	2045
chr2	195100001	196100000	0.343752	2058
chr2	195200001	196200000	0.345674	2111
chr2	195300001	196300000	0.349568	2160
chr2	195400001	196400000	0.355546	2202
chr2	195500001	196500000	0.36259	2298
chr2	195600001	196600000	0.366028	2355
chr2	195700001	196700000	0.369762	2385
chr2	195800001	196800000	0.371756	2383
chr2	195900001	196900000	0.373265	2399
chr2	196000001	197000000	0.376884	2407
chr2	196100001	197100000	0.379713	2438
chr2	196200001	197200000	0.382882	2462
chr2	196300001	197300000	0.384345	2461
chr2	196400001	197400000	0.384579	2456
chr2	196500001	197500000	0.383019	2414
chr2	196600001	197600000	0.383245	2414
chr2	196700001	197700000	0.384593	2453
chr2	196800001	197800000	0.384592	2489
chr2	196900001	197900000	0.386541	2492
chr2	197000001	198000000	0.386778	2493
chr2	197100001	198100000	0.389075	2523
chr2	197200001	198200000	0.390911	2508
chr2	197300001	198300000	0.393819	2569
chr2	197400001	198400000	0.397794	2655
chr2	197500001	198500000	0.399563	2680
chr2	197600001	198600000	0.400714	2667
chr2	197700001	198700000	0.400005	2641
chr2	197800001	198800000	0.401584	2626
chr2	197900001	198900000	0.400449	2636
chr2	198000001	199000000	0.398312	2593
chr2	198100001	199100000	0.395781	2538
chr2	198200001	199200000	0.393694	2542
chr2	198300001	199300000	0.388116	2437
chr2	198400001	199400000	0.379935	2319
chr2	198500001	199500000	0.374425	2273
chr2	198600001	199600000	0.37178	2242
chr2	198700001	199700000	0.369012	2201
chr2	198800001	199800000	0.366504	2172
chr2	198900001	199900000	0.364941	2157
chr2	199000001	200000000	0.363475	2162
chr2	199100001	200100000	0.36437	2170
chr2	199200001	200200000	0.3636	2123
chr2	199300001	200300000	0.364611	2162
chr2	199400001	200400000	0.371557	2205
chr2	199500001	200500000	0.375617	2231
chr2	199600001	200600000	0.377413	2244
chr2	199700001	200700000	0.382658	2293
chr2	199800001	200800000	0.38581	2341
chr2	199900001	200900000	0.388609	2354
chr2	200000001	201000000	0.392518	2347
chr2	200100001	201100000	0.393752	2333
chr2	200200001	201200000	0.395902	2353
chr2	200300001	201300000	0.397693	2367
chr2	200400001	201400000	0.396747	2391
chr2	200500001	201500000	0.395589	2391
chr2	200600001	201600000	0.399403	2418
chr2	200700001	201700000	0.401923	2435
chr2	200800001	201800000	0.405534	2500
chr2	200900001	201900000	0.404915	2554
chr2	201000001	202000000	0.408018	2677
chr2	201100001	202100000	0.411105	2770
chr2	201200001	202200000	0.412856	2817
chr2	201300001	202300000	0.412753	2856
chr2	201400001	202400000	0.410383	2832
chr2	201500001	202500000	0.409689	2834
chr2	201600001	202600000	0.408009	2854
chr2	201700001	202700000	0.404524	2844
chr2	201800001	202800000	0.404754	2792
chr2	201900001	202900000	0.41264	2776
chr2	202000001	203000000	0.41371	2720
chr2	202100001	203100000	0.413455	2716
chr2	202200001	203200000	0.414558	2773
chr2	202300001	203300000	0.418416	2846
chr2	202400001	203400000	0.421209	2924
chr2	202500001	203500000	0.424514	2983
chr2	202600001	203600000	0.424044	2990
chr2	202700001	203700000	0.423495	2996
chr2	202800001	203800000	0.421807	3051
chr2	202900001	203900000	0.413771	3067
chr2	203000001	204000000	0.40795	3067
chr2	203100001	204100000	0.402674	3031
chr2	203200001	204200000	0.401949	3049
chr2	203300001	204300000	0.397961	2952
chr2	203400001	204400000	0.395827	2893
chr2	203500001	204500000	0.397246	2833
chr2	203600001	204600000	0.398698	2822
chr2	203700001	204700000	0.401444	2824
chr2	203800001	204800000	0.401136	2750
chr2	203900001	204900000	0.402605	2695
chr2	204000001	205000000	0.404545	2666
chr2	204100001	205100000	0.40714	2641
chr2	204200001	205200000	0.406304	2525
chr2	204300001	205300000	0.406131	2506
chr2	204400001	205400000	0.40651	2489
chr2	204500001	205500000	0.402699	2458
chr2	204600001	205600000	0.39784	2388
chr2	204700001	205700000	0.393026	2367
chr2	204800001	205800000	0.38884	2323
chr2	204900001	205900000	0.386657	2300
chr2	205000001	206000000	0.382461	2268
chr2	205100001	206100000	0.379777	2275
chr2	205200001	206200000	0.375798	2265
chr2	205300001	206300000	0.374533	2252
chr2	205400001	206400000	0.373751	2259
chr2	205500001	206500000	0.376042	2260
chr2	205600001	206600000	0.384245	2287
chr2	205700001	206700000	0.391919	2273
chr2	205800001	206800000	0.399661	2316
chr2	205900001	206900000	0.404759	2380
chr2	206000001	207000000	0.410786	2524
chr2	206100001	207100000	0.415915	2601
chr2	206200001	207200000	0.419083	2656
chr2	206300001	207300000	0.422162	2669
chr2	206400001	207400000	0.42282	2660
chr2	206500001	207500000	0.419138	2648
chr2	206600001	207600000	0.413178	2631
chr2	206700001	207700000	0.408935	2643
chr2	206800001	207800000	0.403999	2667
chr2	206900001	207900000	0.400809	2634
chr2	207000001	208000000	0.400184	2521
chr2	207100001	208100000	0.397812	2414
chr2	207200001	208200000	0.398338	2379
chr2	207300001	208300000	0.397768	2363
chr2	207400001	208400000	0.399456	2388
chr2	207500001	208500000	0.401756	2452
chr2	207600001	208600000	0.406232	2543
chr2	207700001	208700000	0.411137	2594
chr2	207800001	208800000	0.41321	2577
chr2	207900001	208900000	0.414771	2598
chr2	208000001	209000000	0.415802	2642
chr2	208100001	209100000	0.418142	2720
chr2	208200001	209200000	0.415793	2732
chr2	208300001	209300000	0.414084	2729
chr2	208400001	209400000	0.410261	2669
chr2	208500001	209500000	0.408319	2622
chr2	208600001	209600000	0.4016	2535
chr2	208700001	209700000	0.393055	2519
chr2	208800001	209800000	0.389829	2491
chr2	208900001	209900000	0.384503	2450
chr2	209000001	210000000	0.378678	2404
chr2	209100001	210100000	0.371909	2347
chr2	209200001	210200000	0.370296	2337
chr2	209300001	210300000	0.367705	2320
chr2	209400001	210400000	0.366556	2303
chr2	209500001	210500000	0.36494	2294
chr2	209600001	210600000	0.363913	2298
chr2	209700001	210700000	0.365761	2273
chr2	209800001	210800000	0.364834	2288
chr2	209900001	210900000	0.366885	2280
chr2	210000001	211000000	0.367352	2306
chr2	210100001	211100000	0.368199	2305
chr2	210200001	211200000	0.367422	2302
chr2	210300001	211300000	0.37037	2364
chr2	210400001	211400000	0.372389	2422
chr2	210500001	211500000	0.371165	2412
chr2	210600001	211600000	0.372477	2406
chr2	210700001	211700000	0.370364	2391
chr2	210800001	211800000	0.369446	2376
chr2	210900001	211900000	0.366952	2363
chr2	211000001	212000000	0.364606	2315
chr2	211100001	212100000	0.363283	2301
chr2	211200001	212200000	0.363381	2278
chr2	211300001	212300000	0.360793	2242
chr2	211400001	212400000	0.358643	2215
chr2	211500001	212500000	0.358973	2237
chr2	211600001	212600000	0.35667	2234
chr2	211700001	212700000	0.355938	2204
chr2	211800001	212800000	0.354371	2152
chr2	211900001	212900000	0.353174	2124
chr2	212000001	213000000	0.353755	2116
chr2	212100001	213100000	0.352034	2123
chr2	212200001	213200000	0.349038	2099
chr2	212300001	213300000	0.346071	2079
chr2	212400001	213400000	0.344561	2028
chr2	212500001	213500000	0.345629	2026
chr2	212600001	213600000	0.348462	2032
chr2	212700001	213700000	0.3506	2071
chr2	212800001	213800000	0.353743	2115
chr2	212900001	213900000	0.355533	2138
chr2	213000001	214000000	0.355057	2158
chr2	213100001	214100000	0.357294	2163
chr2	213200001	214200000	0.359138	2183
chr2	213300001	214300000	0.36275	2229
chr2	213400001	214400000	0.364867	2269
chr2	213500001	214500000	0.363972	2265
chr2	213600001	214600000	0.36449	2286
chr2	213700001	214700000	0.361965	2276
chr2	213800001	214800000	0.360127	2284
chr2	213900001	214900000	0.359169	2290
chr2	214000001	215000000	0.36051	2288
chr2	214100001	215100000	0.359177	2276
chr2	214200001	215200000	0.359464	2317
chr2	214300001	215300000	0.3582	2283
chr2	214400001	215400000	0.358832	2271
chr2	214500001	215500000	0.361551	2266
chr2	214600001	215600000	0.361431	2245
chr2	214700001	215700000	0.363461	2226
chr2	214800001	215800000	0.366707	2260
chr2	214900001	215900000	0.368177	2285
chr2	215000001	216000000	0.370143	2322
chr2	215100001	216100000	0.375176	2348
chr2	215200001	216200000	0.380123	2363
chr2	215300001	216300000	0.383991	2385
chr2	215400001	216400000	0.385661	2437
chr2	215500001	216500000	0.385717	2433
chr2	215600001	216600000	0.386873	2455
chr2	215700001	216700000	0.390006	2507
chr2	215800001	216800000	0.392474	2481
chr2	215900001	216900000	0.398304	2525
chr2	216000001	217000000	0.401901	2539
chr2	216100001	217100000	0.402874	2538
chr2	216200001	217200000	0.406013	2540
chr2	216300001	217300000	0.411311	2557
chr2	216400001	217400000	0.414961	2599
chr2	216500001	217500000	0.423116	2635
chr2	216600001	217600000	0.433059	2652
chr2	216700001	217700000	0.43772	2642
chr2	216800001	217800000	0.441079	2652
chr2	216900001	217900000	0.440556	2610
chr2	217000001	218000000	0.441945	2585
chr2	217100001	218100000	0.440327	2587
chr2	217200001	218200000	0.437104	2555
chr2	217300001	218300000	0.434006	2547
chr2	217400001	218400000	0.432109	2482
chr2	217500001	218500000	0.428269	2453
chr2	217600001	218600000	0.423449	2454
chr2	217700001	218700000	0.425981	2418
chr2	217800001	218800000	0.433596	2410
chr2	217900001	218900000	0.444998	2419
chr2	218000001	219000000	0.447284	2442
chr2	218100001	219100000	0.452742	2497
chr2	218200001	219200000	0.462436	2567
chr2	218300001	219300000	0.473367	2637
chr2	218400001	219400000	0.473507	2726
chr2	218500001	219500000	0.473703	2816
chr2	218600001	219600000	0.476304	2893
chr2	218700001	219700000	0.474386	2975
chr2	218800001	219800000	0.471711	3017
chr2	218900001	219900000	0.46994	3041
chr2	219000001	220000000	0.47055	3030
chr2	219100001	220100000	0.474914	3010
chr2	219200001	220200000	0.474813	2970
chr2	219300001	220300000	0.470549	2932
chr2	219400001	220400000	0.486951	2848
chr2	219500001	220500000	0.498204	2796
chr2	219600001	220600000	0.496269	2729
chr2	219700001	220700000	0.493748	2691
chr2	219800001	220800000	0.487019	2649
chr2	219900001	220900000	0.476333	2611
chr2	220000001	221000000	0.472393	2613
chr2	220100001	221100000	0.463581	2598
chr2	220200001	221200000	0.452032	2588
chr2	220300001	221300000	0.441959	2550
chr2	220400001	221400000	0.423552	2552
chr2	220500001	221500000	0.408111	2512
chr2	220600001	221600000	0.40163	2489
chr2	220700001	221700000	0.395998	2460
chr2	220800001	221800000	0.391224	2451
chr2	220900001	221900000	0.388792	2468
chr2	221000001	222000000	0.386702	2422
chr2	221100001	222100000	0.383583	2388
chr2	221200001	222200000	0.382437	2354
chr2	221300001	222300000	0.384126	2349
chr2	221400001	222400000	0.385224	2360
chr2	221500001	222500000	0.386034	2374
chr2	221600001	222600000	0.385646	2363
chr2	221700001	222700000	0.387365	2391
chr2	221800001	222800000	0.386973	2395
chr2	221900001	222900000	0.388403	2382
chr2	222000001	223000000	0.387991	2413
chr2	222100001	223100000	0.389164	2423
chr2	222200001	223200000	0.394137	2432
chr2	222300001	223300000	0.39286	2455
chr2	222400001	223400000	0.394556	2447
chr2	222500001	223500000	0.393958	2446
chr2	222600001	223600000	0.397791	2502
chr2	222700001	223700000	0.400576	2543
chr2	222800001	223800000	0.403106	2565
chr2	222900001	223900000	0.404175	2566
chr2	223000001	224000000	0.405584	2553
chr2	223100001	224100000	0.406431	2546
chr2	223200001	224200000	0.402794	2563
chr2	223300001	224300000	0.400262	2540
chr2	223400001	224400000	0.397531	2537
chr2	223500001	224500000	0.398538	2531
chr2	223600001	224600000	0.397664	2533
chr2	223700001	224700000	0.397829	2541
chr2	223800001	224800000	0.400475	2563
chr2	223900001	224900000	0.40188	2562
chr2	224000001	225000000	0.403977	2558
chr2	224100001	225100000	0.40634	2566
chr2	224200001	225200000	0.407212	2565
chr2	224300001	225300000	0.413407	2593
chr2	224400001	225400000	0.412591	2602
chr2	224500001	225500000	0.412867	2650
chr2	224600001	225600000	0.413245	2648
chr2	224700001	225700000	0.411651	2611
chr2	224800001	225800000	0.407429	2592
chr2	224900001	225900000	0.404347	2590
chr2	225000001	226000000	0.399567	2574
chr2	225100001	226100000	0.394318	2570
chr2	225200001	226200000	0.392106	2558
chr2	225300001	226300000	0.385693	2473
chr2	225400001	226400000	0.385631	2463
chr2	225500001	226500000	0.384161	2404
chr2	225600001	226600000	0.380414	2366
chr2	225700001	226700000	0.377154	2327
chr2	225800001	226800000	0.373924	2271
chr2	225900001	226900000	0.370671	2260
chr2	226000001	227000000	0.369411	2259
chr2	226100001	227100000	0.369954	2271
chr2	226200001	227200000	0.369563	2250
chr2	226300001	227300000	0.372542	2318
chr2	226400001	227400000	0.371699	2307
chr2	226500001	227500000	0.372499	2325
chr2	226600001	227600000	0.376307	2311
chr2	226700001	227700000	0.379253	2345
chr2	226800001	227800000	0.382173	2357
chr2	226900001	227900000	0.388334	2388
chr2	227000001	228000000	0.391919	2422
chr2	227100001	228100000	0.395166	2412
chr2	227200001	228200000	0.397859	2412
chr2	227300001	228300000	0.400226	2420
chr2	227400001	228400000	0.402397	2449
chr2	227500001	228500000	0.403038	2462
chr2	227600001	228600000	0.404228	2542
chr2	227700001	228700000	0.40672	2581
chr2	227800001	228800000	0.408403	2642
chr2	227900001	228900000	0.406063	2661
chr2	228000001	229000000	0.403612	2604
chr2	228100001	229100000	0.401125	2600
chr2	228200001	229200000	0.398672	2610
chr2	228300001	229300000	0.395139	2606
chr2	228400001	229400000	0.392346	2579
chr2	228500001	229500000	0.390129	2561
chr2	228600001	229600000	0.385046	2466
chr2	228700001	229700000	0.38064	2388
chr2	228800001	229800000	0.377377	2308
chr2	228900001	229900000	0.376484	2269
chr2	229000001	230000000	0.377522	2295
chr2	229100001	230100000	0.378982	2280
chr2	229200001	230200000	0.380971	2269
chr2	229300001	230300000	0.384165	2271
chr2	229400001	230400000	0.387912	2291
chr2	229500001	230500000	0.391712	2307
chr2	229600001	230600000	0.396676	2325
chr2	229700001	230700000	0.397083	2357
chr2	229800001	230800000	0.399776	2435
chr2	229900001	230900000	0.404055	2530
chr2	230000001	231000000	0.406805	2595
chr2	230100001	231100000	0.410178	2632
chr2	230200001	231200000	0.412679	2676
chr2	230300001	231300000	0.411727	2671
chr2	230400001	231400000	0.410502	2694
chr2	230500001	231500000	0.411521	2740
chr2	230600001	231600000	0.415905	2793
chr2	230700001	231700000	0.418609	2806
chr2	230800001	231800000	0.428338	2763
chr2	230900001	231900000	0.432696	2706
chr2	231000001	232000000	0.431422	2666
chr2	231100001	232100000	0.432193	2693
chr2	231200001	232200000	0.435184	2712
chr2	231300001	232300000	0.445715	2733
chr2	231400001	232400000	0.453961	2762
chr2	231500001	232500000	0.461456	2800
chr2	231600001	232600000	0.468028	2812
chr2	231700001	232700000	0.470579	2791
chr2	231800001	232800000	0.469685	2829
chr2	231900001	232900000	0.462666	2832
chr2	232000001	233000000	0.462026	2875
chr2	232100001	233100000	0.459503	2862
chr2	232200001	233200000	0.462224	2790
chr2	232300001	233300000	0.46397	2776
chr2	232400001	233400000	0.472779	2707
chr2	232500001	233500000	0.470645	2648
chr2	232600001	233600000	0.463312	2663
chr2	232700001	233700000	0.457368	2668
chr2	232800001	233800000	0.457831	2637
chr2	232900001	233900000	0.464019	2660
chr2	233000001	234000000	0.473004	2668
chr2	233100001	234100000	0.456511	2540
chr2	233200001	234200000	0.455206	2616
chr2	233300001	234300000	0.450667	2659
chr2	233400001	234400000	0.443327	2657
chr2	233500001	234500000	0.432909	2626
chr2	233600001	234600000	0.42684	2571
chr2	233700001	234700000	0.43171	2544
chr2	233800001	234800000	0.428797	2540
chr2	233900001	234900000	0.426071	2512
chr2	234000001	235000000	0.418147	2490
chr2	234100001	235100000	0.436679	2569
chr2	234200001	235200000	0.433002	2552
chr2	234300001	235300000	0.428973	2507
chr2	234400001	235400000	0.425774	2550
chr2	234500001	235500000	0.433473	2567
chr2	234600001	235600000	0.43794	2525
chr2	234700001	235700000	0.438412	2581
chr2	234800001	235800000	0.437041	2601
chr2	234900001	235900000	0.438936	2573
chr2	235000001	236000000	0.447245	2555
chr2	235100001	236100000	0.448301	2569
chr2	235200001	236200000	0.448838	2572
chr2	235300001	236300000	0.450758	2577
chr2	235400001	236400000	0.449751	2593
chr2	235500001	236500000	0.453694	2560
chr2	235600001	236600000	0.457638	2596
chr2	235700001	236700000	0.461588	2560
chr2	235800001	236800000	0.463003	2544
chr2	235900001	236900000	0.462866	2535
chr2	236000001	237000000	0.460476	2548
chr2	236100001	237100000	0.466686	2592
chr2	236200001	237200000	0.468674	2577
chr2	236300001	237300000	0.468137	2566
chr2	236400001	237400000	0.464525	2517
chr2	236500001	237500000	0.461191	2518
chr2	236600001	237600000	0.461096	2479
chr2	236700001	237700000	0.460033	2478
chr2	236800001	237800000	0.459504	2473
chr2	236900001	237900000	0.4582	2490
chr2	237000001	238000000	0.455199	2456
chr2	237100001	238100000	0.446438	2408
chr2	237200001	238200000	0.44474	2404
chr2	237300001	238300000	0.444666	2399
chr2	237400001	238400000	0.450628	2387
chr2	237500001	238500000	0.456186	2404
chr2	237600001	238600000	0.456117	2432
chr2	237700001	238700000	0.45522	2448
chr2	237800001	238800000	0.453589	2445
chr2	237900001	238900000	0.458025	2466
chr2	238000001	239000000	0.458415	2482
chr2	238100001	239100000	0.473111	2487
chr2	238200001	239200000	0.479989	2462
chr2	238300001	239300000	0.481314	2468
chr2	238400001	239400000	0.480881	2478
chr2	238500001	239500000	0.479663	2642
