chrom	start	end	GC_percentage	HindIII
chr3	200001	1200000	0.365763	330
chr3	300001	1300000	0.365491	344
chr3	400001	1400000	0.365536	349
chr3	500001	1500000	0.364834	341
chr3	600001	1600000	0.363542	338
chr3	700001	1700000	0.363807	336
chr3	800001	1800000	0.366398	328
chr3	900001	1900000	0.365007	325
chr3	1000001	2000000	0.366078	326
chr3	1100001	2100000	0.366263	328
chr3	1200001	2200000	0.369849	325
chr3	1300001	2300000	0.368756	324
chr3	1400001	2400000	0.368759	328
chr3	1500001	2500000	0.369234	342
chr3	1600001	2600000	0.37059	335
chr3	1700001	2700000	0.372651	337
chr3	1800001	2800000	0.373261	326
chr3	1900001	2900000	0.376414	320
chr3	2000001	3000000	0.376935	317
chr3	2100001	3100000	0.379939	303
chr3	2200001	3200000	0.3819	301
chr3	2300001	3300000	0.385198	299
chr3	2400001	3400000	0.388725	302
chr3	2500001	3500000	0.389616	285
chr3	2600001	3600000	0.389646	307
chr3	2700001	3700000	0.3913	310
chr3	2800001	3800000	0.393663	319
chr3	2900001	3900000	0.394434	323
chr3	3000001	4000000	0.394239	322
chr3	3100001	4100000	0.394109	316
chr3	3200001	4200000	0.392229	323
chr3	3300001	4300000	0.391928	323
chr3	3400001	4400000	0.391555	319
chr3	3500001	4500000	0.393525	327
chr3	3600001	4600000	0.398218	308
chr3	3700001	4700000	0.400751	297
chr3	3800001	4800000	0.402947	310
chr3	3900001	4900000	0.406715	303
chr3	4000001	5000000	0.408256	306
chr3	4100001	5100000	0.41441	309
chr3	4200001	5200000	0.419852	303
chr3	4300001	5300000	0.422966	294
chr3	4400001	5400000	0.425586	287
chr3	4500001	5500000	0.425413	289
chr3	4600001	5600000	0.422347	291
chr3	4700001	5700000	0.41895	302
chr3	4800001	5800000	0.416044	298
chr3	4900001	5900000	0.410215	308
chr3	5000001	6000000	0.407686	303
chr3	5100001	6100000	0.40091	313
chr3	5200001	6200000	0.392961	321
chr3	5300001	6300000	0.38746	329
chr3	5400001	6400000	0.382952	343
chr3	5500001	6500000	0.380967	340
chr3	5600001	6600000	0.379597	344
chr3	5700001	6700000	0.376324	341
chr3	5800001	6800000	0.373516	329
chr3	5900001	6900000	0.372942	324
chr3	6000001	7000000	0.37339	332
chr3	6100001	7100000	0.37233	335
chr3	6200001	7200000	0.371893	336
chr3	6300001	7300000	0.371903	337
chr3	6400001	7400000	0.372167	326
chr3	6500001	7500000	0.371499	325
chr3	6600001	7600000	0.372741	314
chr3	6700001	7700000	0.376462	325
chr3	6800001	7800000	0.378369	334
chr3	6900001	7900000	0.379622	331
chr3	7000001	8000000	0.381053	332
chr3	7100001	8100000	0.382978	327
chr3	7200001	8200000	0.385705	324
chr3	7300001	8300000	0.388322	320
chr3	7400001	8400000	0.390556	327
chr3	7500001	8500000	0.39509	325
chr3	7600001	8600000	0.400067	333
chr3	7700001	8700000	0.406699	320
chr3	7800001	8800000	0.413962	311
chr3	7900001	8900000	0.418382	319
chr3	8000001	9000000	0.418322	309
chr3	8100001	9100000	0.424183	311
chr3	8200001	9200000	0.431589	299
chr3	8300001	9300000	0.438055	288
chr3	8400001	9400000	0.441256	280
chr3	8500001	9500000	0.439016	278
chr3	8600001	9600000	0.440084	264
chr3	8700001	9700000	0.43929	246
chr3	8800001	9800000	0.442966	246
chr3	8900001	9900000	0.449431	228
chr3	9000001	10000000	0.46062	212
chr3	9100001	10100000	0.459525	200
chr3	9200001	10200000	0.458385	193
chr3	9300001	10300000	0.460706	193
chr3	9400001	10400000	0.467463	175
chr3	9500001	10500000	0.478752	169
chr3	9600001	10600000	0.483891	169
chr3	9700001	10700000	0.486765	187
chr3	9800001	10800000	0.483365	189
chr3	9900001	10900000	0.47967	197
chr3	10000001	11000000	0.477105	206
chr3	10100001	11100000	0.481814	205
chr3	10200001	11200000	0.482267	219
chr3	10300001	11300000	0.479613	226
chr3	10400001	11400000	0.472624	247
chr3	10500001	11500000	0.462952	258
chr3	10600001	11600000	0.459381	263
chr3	10700001	11700000	0.456257	263
chr3	10800001	11800000	0.454459	254
chr3	10900001	11900000	0.451773	262
chr3	11000001	12000000	0.448029	268
chr3	11100001	12100000	0.440228	273
chr3	11200001	12200000	0.434377	282
chr3	11300001	12300000	0.430635	293
chr3	11400001	12400000	0.426494	287
chr3	11500001	12500000	0.427106	283
chr3	11600001	12600000	0.425306	289
chr3	11700001	12700000	0.423415	289
chr3	11800001	12800000	0.425883	297
chr3	11900001	12900000	0.4319	279
chr3	12000001	13000000	0.442599	272
chr3	12100001	13100000	0.454017	266
chr3	12200001	13200000	0.466698	251
chr3	12300001	13300000	0.477207	238
chr3	12400001	13400000	0.49122	236
chr3	12500001	13500000	0.49885	218
chr3	12600001	13600000	0.506766	205
chr3	12700001	13700000	0.517115	191
chr3	12800001	13800000	0.517352	184
chr3	12900001	13900000	0.519028	196
chr3	13000001	14000000	0.509658	200
chr3	13100001	14100000	0.496641	207
chr3	13200001	14200000	0.488748	222
chr3	13300001	14300000	0.479604	224
chr3	13400001	14400000	0.476836	224
chr3	13500001	14500000	0.480096	234
chr3	13600001	14600000	0.479999	245
chr3	13700001	14700000	0.475045	260
chr3	13800001	14800000	0.470113	268
chr3	13900001	14900000	0.468447	269
chr3	14000001	15000000	0.470275	266
chr3	14100001	15100000	0.472615	260
chr3	14200001	15200000	0.472945	246
chr3	14300001	15300000	0.468922	256
chr3	14400001	15400000	0.465391	264
chr3	14500001	15500000	0.457165	256
chr3	14600001	15600000	0.449639	267
chr3	14700001	15700000	0.442146	268
chr3	14800001	15800000	0.437763	276
chr3	14900001	15900000	0.424617	278
chr3	15000001	16000000	0.419067	299
chr3	15100001	16100000	0.417968	308
chr3	15200001	16200000	0.41625	315
chr3	15300001	16300000	0.421732	314
chr3	15400001	16400000	0.4177	308
chr3	15500001	16500000	0.415944	313
chr3	15600001	16600000	0.414302	313
chr3	15700001	16700000	0.411462	315
chr3	15800001	16800000	0.413519	315
chr3	15900001	16900000	0.418004	317
chr3	16000001	17000000	0.41459	303
chr3	16100001	17100000	0.412865	300
chr3	16200001	17200000	0.412419	291
chr3	16300001	17300000	0.406283	293
chr3	16400001	17400000	0.400546	289
chr3	16500001	17500000	0.392601	309
chr3	16600001	17600000	0.38557	297
chr3	16700001	17700000	0.384175	301
chr3	16800001	17800000	0.382587	300
chr3	16900001	17900000	0.38214	300
chr3	17000001	18000000	0.383028	305
chr3	17100001	18100000	0.382915	320
chr3	17200001	18200000	0.379145	343
chr3	17300001	18300000	0.37738	334
chr3	17400001	18400000	0.377093	343
chr3	17500001	18500000	0.37934	339
chr3	17600001	18600000	0.37934	347
chr3	17700001	18700000	0.380227	350
chr3	17800001	18800000	0.379361	362
chr3	17900001	18900000	0.376404	365
chr3	18000001	19000000	0.373464	368
chr3	18100001	19100000	0.371711	354
chr3	18200001	19200000	0.370437	353
chr3	18300001	19300000	0.368848	359
chr3	18400001	19400000	0.368537	366
chr3	18500001	19500000	0.366787	369
chr3	18600001	19600000	0.368744	376
chr3	18700001	19700000	0.36822	364
chr3	18800001	19800000	0.369062	353
chr3	18900001	19900000	0.36974	356
chr3	19000001	20000000	0.374026	354
chr3	19100001	20100000	0.377926	339
chr3	19200001	20200000	0.379304	337
chr3	19300001	20300000	0.381309	342
chr3	19400001	20400000	0.384082	339
chr3	19500001	20500000	0.387441	338
chr3	19600001	20600000	0.386486	333
chr3	19700001	20700000	0.386075	332
chr3	19800001	20800000	0.384202	332
chr3	19900001	20900000	0.382725	333
chr3	20000001	21000000	0.378424	336
chr3	20100001	21100000	0.373277	347
chr3	20200001	21200000	0.369907	346
chr3	20300001	21300000	0.369847	338
chr3	20400001	21400000	0.367396	330
chr3	20500001	21500000	0.366065	324
chr3	20600001	21600000	0.365631	316
chr3	20700001	21700000	0.365551	335
chr3	20800001	21800000	0.367159	345
chr3	20900001	21900000	0.366728	338
chr3	21000001	22000000	0.365488	335
chr3	21100001	22100000	0.366201	336
chr3	21200001	22200000	0.366841	326
chr3	21300001	22300000	0.364858	324
chr3	21400001	22400000	0.363294	326
chr3	21500001	22500000	0.363115	324
chr3	21600001	22600000	0.363343	323
chr3	21700001	22700000	0.363605	318
chr3	21800001	22800000	0.362773	299
chr3	21900001	22900000	0.364373	300
chr3	22000001	23000000	0.367384	299
chr3	22100001	23100000	0.369797	300
chr3	22200001	23200000	0.372424	307
chr3	22300001	23300000	0.375729	306
chr3	22400001	23400000	0.378848	317
chr3	22500001	23500000	0.379368	324
chr3	22600001	23600000	0.380167	323
chr3	22700001	23700000	0.38486	311
chr3	22800001	23800000	0.390907	311
chr3	22900001	23900000	0.394934	299
chr3	23000001	24000000	0.399509	289
chr3	23100001	24100000	0.401152	303
chr3	23200001	24200000	0.402716	300
chr3	23300001	24300000	0.404124	305
chr3	23400001	24400000	0.404347	298
chr3	23500001	24500000	0.404019	295
chr3	23600001	24600000	0.404634	296
chr3	23700001	24700000	0.399863	306
chr3	23800001	24800000	0.394629	326
chr3	23900001	24900000	0.390482	338
chr3	24000001	25000000	0.385335	354
chr3	24100001	25100000	0.382317	351
chr3	24200001	25200000	0.378997	356
chr3	24300001	25300000	0.376324	358
chr3	24400001	25400000	0.378102	355
chr3	24500001	25500000	0.381326	358
chr3	24600001	25600000	0.383527	362
chr3	24700001	25700000	0.385359	366
chr3	24800001	25800000	0.385289	350
chr3	24900001	25900000	0.387072	363
chr3	25000001	26000000	0.387421	361
chr3	25100001	26100000	0.387561	359
chr3	25200001	26200000	0.388483	363
chr3	25300001	26300000	0.389143	367
chr3	25400001	26400000	0.388107	378
chr3	25500001	26500000	0.384857	378
chr3	25600001	26600000	0.381816	374
chr3	25700001	26700000	0.382801	365
chr3	25800001	26800000	0.38309	375
chr3	25900001	26900000	0.381218	360
chr3	26000001	27000000	0.380924	357
chr3	26100001	27100000	0.381944	349
chr3	26200001	27200000	0.382442	345
chr3	26300001	27300000	0.38189	334
chr3	26400001	27400000	0.381959	321
chr3	26500001	27500000	0.381019	317
chr3	26600001	27600000	0.386065	313
chr3	26700001	27700000	0.389175	303
chr3	26800001	27800000	0.391857	285
chr3	26900001	27900000	0.393986	278
chr3	27000001	28000000	0.39412	282
chr3	27100001	28100000	0.393035	296
chr3	27200001	28200000	0.391827	290
chr3	27300001	28300000	0.391982	293
chr3	27400001	28400000	0.388142	296
chr3	27500001	28500000	0.388612	299
chr3	27600001	28600000	0.382106	303
chr3	27700001	28700000	0.378026	317
chr3	27800001	28800000	0.375793	327
chr3	27900001	28900000	0.374315	335
chr3	28000001	29000000	0.373853	336
chr3	28100001	29100000	0.372376	319
chr3	28200001	29200000	0.371733	331
chr3	28300001	29300000	0.371001	346
chr3	28400001	29400000	0.372076	353
chr3	28500001	29500000	0.372492	352
chr3	28600001	29600000	0.373098	362
chr3	28700001	29700000	0.37038	352
chr3	28800001	29800000	0.368682	351
chr3	28900001	29900000	0.365929	355
chr3	29000001	30000000	0.363987	356
chr3	29100001	30100000	0.365	369
chr3	29200001	30200000	0.36638	350
chr3	29300001	30300000	0.366068	349
chr3	29400001	30400000	0.367356	338
chr3	29500001	30500000	0.367077	339
chr3	29600001	30600000	0.36886	326
chr3	29700001	30700000	0.371716	325
chr3	29800001	30800000	0.373735	341
chr3	29900001	30900000	0.376503	349
chr3	30000001	31000000	0.380484	344
chr3	30100001	31100000	0.382322	333
chr3	30200001	31200000	0.382998	339
chr3	30300001	31300000	0.386821	337
chr3	30400001	31400000	0.389771	326
chr3	30500001	31500000	0.392185	331
chr3	30600001	31600000	0.393268	341
chr3	30700001	31700000	0.390312	344
chr3	30800001	31800000	0.394743	316
chr3	30900001	31900000	0.398762	305
chr3	31000001	32000000	0.401697	296
chr3	31100001	32100000	0.403772	301
chr3	31200001	32200000	0.409062	293
chr3	31300001	32300000	0.41131	276
chr3	31400001	32400000	0.413959	291
chr3	31500001	32500000	0.419804	280
chr3	31600001	32600000	0.420715	281
chr3	31700001	32700000	0.427034	265
chr3	31800001	32800000	0.425581	277
chr3	31900001	32900000	0.430135	270
chr3	32000001	33000000	0.432519	260
chr3	32100001	33100000	0.434666	258
chr3	32200001	33200000	0.434889	267
chr3	32300001	33300000	0.432657	271
chr3	32400001	33400000	0.428012	271
chr3	32500001	33500000	0.424664	266
chr3	32600001	33600000	0.42335	253
chr3	32700001	33700000	0.416672	269
chr3	32800001	33800000	0.412683	267
chr3	32900001	33900000	0.404579	273
chr3	33000001	34000000	0.40144	280
chr3	33100001	34100000	0.399227	294
chr3	33200001	34200000	0.395156	296
chr3	33300001	34300000	0.393896	308
chr3	33400001	34400000	0.394715	317
chr3	33500001	34500000	0.391942	324
chr3	33600001	34600000	0.390909	330
chr3	33700001	34700000	0.391053	330
chr3	33800001	34800000	0.389548	319
chr3	33900001	34900000	0.388799	339
chr3	34000001	35000000	0.383963	351
chr3	34100001	35100000	0.378472	344
chr3	34200001	35200000	0.373691	339
chr3	34300001	35300000	0.370828	337
chr3	34400001	35400000	0.366322	338
chr3	34500001	35500000	0.364335	335
chr3	34600001	35600000	0.36195	338
chr3	34700001	35700000	0.361705	340
chr3	34800001	35800000	0.361407	356
chr3	34900001	35900000	0.360508	340
chr3	35000001	36000000	0.360941	333
chr3	35100001	36100000	0.360962	325
chr3	35200001	36200000	0.362685	325
chr3	35300001	36300000	0.363465	311
chr3	35400001	36400000	0.366224	298
chr3	35500001	36500000	0.369387	305
chr3	35600001	36600000	0.373377	304
chr3	35700001	36700000	0.376887	294
chr3	35800001	36800000	0.382048	296
chr3	35900001	36900000	0.388297	293
chr3	36000001	37000000	0.394097	283
chr3	36100001	37100000	0.400057	283
chr3	36200001	37200000	0.400697	283
chr3	36300001	37300000	0.406429	279
chr3	36400001	37400000	0.406597	287
chr3	36500001	37500000	0.409233	283
chr3	36600001	37600000	0.414764	274
chr3	36700001	37700000	0.419593	278
chr3	36800001	37800000	0.422553	281
chr3	36900001	37900000	0.423537	273
chr3	37000001	38000000	0.422875	292
chr3	37100001	38100000	0.43133	285
chr3	37200001	38200000	0.44199	288
chr3	37300001	38300000	0.437411	303
chr3	37400001	38400000	0.445481	283
chr3	37500001	38500000	0.447455	281
chr3	37600001	38600000	0.44721	283
chr3	37700001	38700000	0.454233	284
chr3	37800001	38800000	0.452498	283
chr3	37900001	38900000	0.449202	295
chr3	38000001	39000000	0.446812	289
chr3	38100001	39100000	0.437695	294
chr3	38200001	39200000	0.436098	288
chr3	38300001	39300000	0.443373	276
chr3	38400001	39400000	0.439609	284
chr3	38500001	39500000	0.439595	284
chr3	38600001	39600000	0.434616	287
chr3	38700001	39700000	0.424641	292
chr3	38800001	39800000	0.419736	281
chr3	38900001	39900000	0.41881	276
chr3	39000001	40000000	0.416413	280
chr3	39100001	40100000	0.415147	282
chr3	39200001	40200000	0.40938	284
chr3	39300001	40300000	0.406097	286
chr3	39400001	40400000	0.405007	292
chr3	39500001	40500000	0.401665	297
chr3	39600001	40600000	0.404482	300
chr3	39700001	40700000	0.40715	301
chr3	39800001	40800000	0.410025	314
chr3	39900001	40900000	0.410877	320
chr3	40000001	41000000	0.414856	315
chr3	40100001	41100000	0.416238	314
chr3	40200001	41200000	0.418609	311
chr3	40300001	41300000	0.416984	332
chr3	40400001	41400000	0.417614	339
chr3	40500001	41500000	0.415365	332
chr3	40600001	41600000	0.410053	329
chr3	40700001	41700000	0.406261	328
chr3	40800001	41800000	0.403459	317
chr3	40900001	41900000	0.401703	305
chr3	41000001	42000000	0.400692	302
chr3	41100001	42100000	0.403909	295
chr3	41200001	42200000	0.404858	304
chr3	41300001	42300000	0.409127	293
chr3	41400001	42400000	0.41014	291
chr3	41500001	42500000	0.414922	291
chr3	41600001	42600000	0.425694	282
chr3	41700001	42700000	0.427908	273
chr3	41800001	42800000	0.440297	266
chr3	41900001	42900000	0.444548	260
chr3	42000001	43000000	0.447351	259
chr3	42100001	43100000	0.447993	265
chr3	42200001	43200000	0.447653	262
chr3	42300001	43300000	0.445972	262
chr3	42400001	43400000	0.443428	261
chr3	42500001	43500000	0.442446	263
chr3	42600001	43600000	0.433166	283
chr3	42700001	43700000	0.431689	289
chr3	42800001	43800000	0.422974	297
chr3	42900001	43900000	0.422845	297
chr3	43000001	44000000	0.424086	297
chr3	43100001	44100000	0.422315	303
chr3	43200001	44200000	0.421902	303
chr3	43300001	44300000	0.419185	304
chr3	43400001	44400000	0.417019	304
chr3	43500001	44500000	0.417803	305
chr3	43600001	44600000	0.422714	298
chr3	43700001	44700000	0.424342	304
chr3	43800001	44800000	0.424837	309
chr3	43900001	44900000	0.422429	318
chr3	44000001	45000000	0.4256	320
chr3	44100001	45100000	0.428331	307
chr3	44200001	45200000	0.42956	306
chr3	44300001	45300000	0.436029	289
chr3	44400001	45400000	0.441945	279
chr3	44500001	45500000	0.439518	272
chr3	44600001	45600000	0.439384	269
chr3	44700001	45700000	0.444034	253
chr3	44800001	45800000	0.443256	257
chr3	44900001	45900000	0.446446	259
chr3	45000001	46000000	0.444255	257
chr3	45100001	46100000	0.442597	273
chr3	45200001	46200000	0.440158	271
chr3	45300001	46300000	0.434151	274
chr3	45400001	46400000	0.431702	276
chr3	45500001	46500000	0.43581	280
chr3	45600001	46600000	0.436596	274
chr3	45700001	46700000	0.433418	281
chr3	45800001	46800000	0.444702	251
chr3	45900001	46900000	0.443799	248
chr3	46000001	47000000	0.452365	237
chr3	46100001	47100000	0.457445	220
chr3	46200001	47200000	0.454564	214
chr3	46300001	47300000	0.458774	213
chr3	46400001	47400000	0.463166	205
chr3	46500001	47500000	0.467466	198
chr3	46600001	47600000	0.47009	193
chr3	46700001	47700000	0.470388	195
chr3	46800001	47800000	0.458514	208
chr3	46900001	47900000	0.464556	198
chr3	47000001	48000000	0.454404	206
chr3	47100001	48100000	0.446677	214
chr3	47200001	48200000	0.453584	205
chr3	47300001	48300000	0.456559	201
chr3	47400001	48400000	0.454544	206
chr3	47500001	48500000	0.453752	210
chr3	47600001	48600000	0.457913	219
chr3	47700001	48700000	0.471601	204
chr3	47800001	48800000	0.479371	200
chr3	47900001	48900000	0.474585	209
chr3	48000001	49000000	0.476658	201
chr3	48100001	49100000	0.485163	189
chr3	48200001	49200000	0.489772	201
chr3	48300001	49300000	0.4898	201
chr3	48400001	49400000	0.494014	188
chr3	48500001	49500000	0.493835	177
chr3	48600001	49600000	0.490819	168
chr3	48700001	49700000	0.48159	173
chr3	48800001	49800000	0.485633	175
chr3	48900001	49900000	0.491509	160
chr3	49000001	50000000	0.497381	155
chr3	49100001	50100000	0.489759	161
chr3	49200001	50200000	0.489409	153
chr3	49300001	50300000	0.498163	159
chr3	49400001	50400000	0.506566	164
chr3	49500001	50500000	0.514571	164
chr3	49600001	50600000	0.521806	160
chr3	49700001	50700000	0.527244	162
chr3	49800001	50800000	0.51564	176
chr3	49900001	50900000	0.504592	187
chr3	50000001	51000000	0.490973	221
chr3	50100001	51100000	0.486574	224
chr3	50200001	51200000	0.475544	248
chr3	50300001	51300000	0.459653	259
chr3	50400001	51400000	0.446415	271
chr3	50500001	51500000	0.43495	297
chr3	50600001	51600000	0.425474	306
chr3	50700001	51700000	0.415938	315
chr3	50800001	51800000	0.423358	314
chr3	50900001	51900000	0.426964	317
chr3	51000001	52000000	0.436404	289
chr3	51100001	52100000	0.454403	279
chr3	51200001	52200000	0.466223	256
chr3	51300001	52300000	0.476587	246
chr3	51400001	52400000	0.486329	234
chr3	51500001	52500000	0.4954	213
chr3	51600001	52600000	0.503056	211
chr3	51700001	52700000	0.499413	212
chr3	51800001	52800000	0.49385	201
chr3	51900001	52900000	0.503959	191
chr3	52000001	53000000	0.498582	207
chr3	52100001	53100000	0.484318	219
chr3	52200001	53200000	0.482601	227
chr3	52300001	53300000	0.483659	220
chr3	52400001	53400000	0.473447	242
chr3	52500001	53500000	0.460735	258
chr3	52600001	53600000	0.449221	267
chr3	52700001	53700000	0.452548	268
chr3	52800001	53800000	0.455267	267
chr3	52900001	53900000	0.45106	281
chr3	53000001	54000000	0.448402	270
chr3	53100001	54100000	0.449671	271
chr3	53200001	54200000	0.443623	281
chr3	53300001	54300000	0.433412	299
chr3	53400001	54400000	0.433684	296
chr3	53500001	54500000	0.432473	292
chr3	53600001	54600000	0.432304	294
chr3	53700001	54700000	0.432236	293
chr3	53800001	54800000	0.428004	302
chr3	53900001	54900000	0.421529	299
chr3	54000001	55000000	0.425481	304
chr3	54100001	55100000	0.422381	314
chr3	54200001	55200000	0.419267	308
chr3	54300001	55300000	0.417161	304
chr3	54400001	55400000	0.415861	312
chr3	54500001	55500000	0.417017	299
chr3	54600001	55600000	0.42027	299
chr3	54700001	55700000	0.420278	290
chr3	54800001	55800000	0.420178	297
chr3	54900001	55900000	0.418523	299
chr3	55000001	56000000	0.415527	318
chr3	55100001	56100000	0.413307	309
chr3	55200001	56200000	0.410843	310
chr3	55300001	56300000	0.410579	315
chr3	55400001	56400000	0.409726	303
chr3	55500001	56500000	0.408735	317
chr3	55600001	56600000	0.403481	307
chr3	55700001	56700000	0.399239	322
chr3	55800001	56800000	0.400016	314
chr3	55900001	56900000	0.402204	322
chr3	56000001	57000000	0.404243	304
chr3	56100001	57100000	0.412163	297
chr3	56200001	57200000	0.419327	303
chr3	56300001	57300000	0.419635	289
chr3	56400001	57400000	0.417736	290
chr3	56500001	57500000	0.415648	285
chr3	56600001	57600000	0.41721	290
chr3	56700001	57700000	0.418455	275
chr3	56800001	57800000	0.417995	263
chr3	56900001	57900000	0.41358	254
chr3	57000001	58000000	0.417583	244
chr3	57100001	58100000	0.417349	245
chr3	57200001	58200000	0.4201	229
chr3	57300001	58300000	0.425222	230
chr3	57400001	58400000	0.429974	222
chr3	57500001	58500000	0.435232	227
chr3	57600001	58600000	0.441234	216
chr3	57700001	58700000	0.448096	219
chr3	57800001	58800000	0.44623	237
chr3	57900001	58900000	0.446806	255
chr3	58000001	59000000	0.438475	281
chr3	58100001	59100000	0.431136	300
chr3	58200001	59200000	0.420105	307
chr3	58300001	59300000	0.414721	314
chr3	58400001	59400000	0.411323	320
chr3	58500001	59500000	0.409073	332
chr3	58600001	59600000	0.40174	342
chr3	58700001	59700000	0.395417	357
chr3	58800001	59800000	0.397727	354
chr3	58900001	59900000	0.398737	335
chr3	59000001	60000000	0.400318	320
chr3	59100001	60100000	0.401298	301
chr3	59200001	60200000	0.403142	303
chr3	59300001	60300000	0.400909	315
chr3	59400001	60400000	0.398976	324
chr3	59500001	60500000	0.395285	304
chr3	59600001	60600000	0.394025	308
chr3	59700001	60700000	0.390256	301
chr3	59800001	60800000	0.388142	301
chr3	59900001	60900000	0.386202	307
chr3	60000001	61000000	0.38497	320
chr3	60100001	61100000	0.384309	330
chr3	60200001	61200000	0.384229	341
chr3	60300001	61300000	0.385464	340
chr3	60400001	61400000	0.387367	323
chr3	60500001	61500000	0.389842	331
chr3	60600001	61600000	0.393799	320
chr3	60700001	61700000	0.398049	322
chr3	60800001	61800000	0.39853	319
chr3	60900001	61900000	0.400387	327
chr3	61000001	62000000	0.401747	319
chr3	61100001	62100000	0.403064	318
chr3	61200001	62200000	0.407263	305
chr3	61300001	62300000	0.406445	306
chr3	61400001	62400000	0.407503	306
chr3	61500001	62500000	0.407322	315
chr3	61600001	62600000	0.404834	319
chr3	61700001	62700000	0.403501	313
chr3	61800001	62800000	0.402692	330
chr3	61900001	62900000	0.402267	336
chr3	62000001	63000000	0.401184	337
chr3	62100001	63100000	0.400244	341
chr3	62200001	63200000	0.395809	342
chr3	62300001	63300000	0.396102	327
chr3	62400001	63400000	0.393862	334
chr3	62500001	63500000	0.392691	324
chr3	62600001	63600000	0.390684	334
chr3	62700001	63700000	0.390544	338
chr3	62800001	63800000	0.389884	325
chr3	62900001	63900000	0.391207	300
chr3	63000001	64000000	0.393011	305
chr3	63100001	64100000	0.395583	300
chr3	63200001	64200000	0.398816	301
chr3	63300001	64300000	0.401548	312
chr3	63400001	64400000	0.403295	313
chr3	63500001	64500000	0.406992	315
chr3	63600001	64600000	0.408591	317
chr3	63700001	64700000	0.407922	325
chr3	63800001	64800000	0.409104	329
chr3	63900001	64900000	0.408001	337
chr3	64000001	65000000	0.407347	336
chr3	64100001	65100000	0.404262	339
chr3	64200001	65200000	0.402541	340
chr3	64300001	65300000	0.400963	335
chr3	64400001	65400000	0.40148	342
chr3	64500001	65500000	0.397824	347
chr3	64600001	65600000	0.397058	346
chr3	64700001	65700000	0.396957	336
chr3	64800001	65800000	0.397136	327
chr3	64900001	65900000	0.398281	320
chr3	65000001	66000000	0.400234	314
chr3	65100001	66100000	0.404298	302
chr3	65200001	66200000	0.393735	298
chr3	65300001	66300000	0.365771	269
chr3	65400001	66400000	0.363213	262
chr3	65500001	66500000	0.369868	255
chr3	65600001	66600000	0.373539	254
chr3	65700001	66700000	0.375794	253
chr3	65800001	66800000	0.375969	254
chr3	65900001	66900000	0.37674	263
chr3	66000001	67000000	0.37352	264
chr3	66100001	67100000	0.369452	273
chr3	66200001	67200000	0.377714	279
chr3	66300001	67300000	0.40555	307
chr3	66400001	67400000	0.4054	302
chr3	66500001	67500000	0.399365	309
chr3	66600001	67600000	0.394912	311
chr3	66700001	67700000	0.39258	314
chr3	66800001	67800000	0.391009	315
chr3	66900001	67900000	0.387952	305
chr3	67000001	68000000	0.387435	303
chr3	67100001	68100000	0.386629	306
chr3	67200001	68200000	0.387236	317
chr3	67300001	68300000	0.385343	315
chr3	67400001	68400000	0.384652	321
chr3	67500001	68500000	0.383729	316
chr3	67600001	68600000	0.383364	314
chr3	67700001	68700000	0.382824	312
chr3	67800001	68800000	0.383042	307
chr3	67900001	68900000	0.384163	319
chr3	68000001	69000000	0.38596	316
chr3	68100001	69100000	0.387577	304
chr3	68200001	69200000	0.38891	288
chr3	68300001	69300000	0.392509	278
chr3	68400001	69400000	0.397132	273
chr3	68500001	69500000	0.399073	277
chr3	68600001	69600000	0.40209	277
chr3	68700001	69700000	0.402113	278
chr3	68800001	69800000	0.40378	291
chr3	68900001	69900000	0.403242	292
chr3	69000001	70000000	0.401051	294
chr3	69100001	70100000	0.400452	302
chr3	69200001	70200000	0.398757	318
chr3	69300001	70300000	0.394692	336
chr3	69400001	70400000	0.3892	345
chr3	69500001	70500000	0.385048	340
chr3	69600001	70600000	0.380693	344
chr3	69700001	70700000	0.378527	339
chr3	69800001	70800000	0.375412	342
chr3	69900001	70900000	0.374415	335
chr3	70000001	71000000	0.376929	345
chr3	70100001	71100000	0.377231	353
chr3	70200001	71200000	0.380008	345
chr3	70300001	71300000	0.384313	329
chr3	70400001	71400000	0.388483	330
chr3	70500001	71500000	0.394196	326
chr3	70600001	71600000	0.398911	326
chr3	70700001	71700000	0.404142	334
chr3	70800001	71800000	0.407963	324
chr3	70900001	71900000	0.411548	324
chr3	71000001	72000000	0.41498	319
chr3	71100001	72100000	0.420857	306
chr3	71200001	72200000	0.425205	322
chr3	71300001	72300000	0.429129	321
chr3	71400001	72400000	0.436278	307
chr3	71500001	72500000	0.434435	308
chr3	71600001	72600000	0.43762	305
chr3	71700001	72700000	0.441246	294
chr3	71800001	72800000	0.445829	297
chr3	71900001	72900000	0.443547	308
chr3	72000001	73000000	0.442333	299
chr3	72100001	73100000	0.438955	304
chr3	72200001	73200000	0.435677	279
chr3	72300001	73300000	0.432419	289
chr3	72400001	73400000	0.426143	292
chr3	72500001	73500000	0.428325	293
chr3	72600001	73600000	0.424631	300
chr3	72700001	73700000	0.419889	305
chr3	72800001	73800000	0.413331	306
chr3	72900001	73900000	0.413285	301
chr3	73000001	74000000	0.409036	319
chr3	73100001	74100000	0.405595	324
chr3	73200001	74200000	0.401098	333
chr3	73300001	74300000	0.395517	343
chr3	73400001	74400000	0.390895	346
chr3	73500001	74500000	0.385718	366
chr3	73600001	74600000	0.381039	360
chr3	73700001	74700000	0.37829	371
