chrom	start	end	G1	S1	S2	S3	S4	G1	gpseq_score
chr17	63100001	64100000	8.999499	16.07699	30.903509	30.911998	7.963501	8.999499	1.49616880880485
chr17	63200001	64200000	9.209012	16.073509	30.628974	30.745998	7.962002	9.209012	1.4770691028592
chr17	63300001	64300000	13.029042	17.06102	26.308952	29.927982	7.902495	13.029042	1.45629547183776
chr17	63400001	64400000	16.580026	19.985533	23.498982	26.568463	7.607495	16.580026	1.450707534366
chr17	63500001	64500000	17.636491	23.287537	23.548513	22.726968	7.135994	17.636491	1.45638172684282
chr17	63600001	64600000	17.803497	26.213527	25.697527	18.63896	6.096988	17.803497	1.44622343709662
chr17	63700001	64700000	17.389493	28.241513	28.47903	15.350968	4.802491	17.389493	1.43847310185055
chr17	63800001	64800000	17.53401	29.182507	31.491028	12.479463	3.821491	17.53401	1.4572539205592
chr17	63900001	64900000	18.451	29.635505	34.045519	9.357485	2.990495	18.451	1.43572697143236
chr17	64000001	6.5e+07	18.242499	29.627497	35.952509	8.033994	2.869499	18.242499	1.44867018626588
chr17	64100001	65100000	18.506996	28.230982	36.962515	7.881505	2.937501	18.506996	1.46724467008694
chr17	64200001	65200000	17.864493	27.248497	38.431014	7.853497	2.901998	17.864493	1.48212240068926
chr17	64300001	65300000	15.65597	27.926022	40.044509	8.114507	3.178002	15.65597	1.49751999321654
chr17	64400001	65400000	13.954994	28.756499	40.396503	8.546503	3.183	13.954994	1.50501158235252
chr17	64500001	65500000	13.208002	28.717495	41.696511	8.632	2.874998	13.208002	1.51063772722739
chr17	64600001	65600000	12.831008	30.242523	41.229483	8.033992	2.829497	12.831008	1.53595710175559
chr17	64700001	65700000	14.856034	32.836529	38.72596	6.429485	2.680996	14.856034	1.55577696991441
chr17	64800001	65800000	18.14503	35.710529	34.121948	4.771988	2.800004	18.14503	1.53482535275674
chr17	64900001	65900000	20.486028	38.725527	29.11695	4.209992	3.023501	20.486028	1.57009223736235
chr17	65000001	6.6e+07	23.546525	41.228016	24.188966	3.39599	2.898002	23.546525	1.54159707380029
chr17	65100001	66100000	24.903008	43.094018	21.632487	3.010495	2.830996	24.903008	1.52353230297918
chr17	65200001	66200000	25.256996	44.316499	20.694501	3.128006	2.617501	25.256996	1.54059179065683
chr17	65300001	66300000	24.467996	43.173467	21.950024	3.684006	2.565501	24.467996	1.52633958893914
chr17	65400001	66400000	22.949479	40.553982	24.955028	4.411507	2.730002	22.949479	1.51637183474478
chr17	65500001	66500000	22.778002	38.386481	25.457505	5.351511	3.016998	22.778002	1.52445942387015
chr17	65600001	66600000	23.08299	34.320952	26.180511	7.950034	3.265511	23.08299	1.47732080969121
chr17	65700001	66700000	21.205473	29.902461	27.071509	12.053541	4.448515	21.205473	1.43192103937694
chr17	65800001	66800000	17.574461	26.473471	28.740024	16.58604	5.288006	17.574461	1.40625253122815
chr17	65900001	66900000	14.682968	23.073968	30.827521	20.435535	5.81601	14.682968	1.39278445896837
chr17	66000001	6.7e+07	11.824976	20.478988	33.719521	22.834517	6.279501	11.824976	1.37103319512513
chr17	66100001	67100000	10.976992	18.679479	34.711509	24.087012	6.577006	10.976992	1.36925250068433
chr17	66200001	67200000	10.588996	16.157481	35.764507	25.039016	7.161	10.588996	1.33866206586382
chr17	66300001	67300000	9.693996	14.809485	35.995501	26.839018	7.439004	9.693996	1.31605590602752
chr17	66400001	67400000	9.716998	13.643487	35.192485	28.909529	7.789006	9.716998	1.28965758351841
chr17	66500001	67500000	8.821996	12.61399	34.027988	31.799521	8.408507	8.821996	1.25399075320068
chr17	66600001	67600000	8.480002	12.887008	32.844002	32.937994	8.663495	8.480002	1.2545247445937
chr17	66700001	67700000	8.324495	14.44502	33.712515	31.366479	7.918988	8.324495	1.27418664834019
chr17	66800001	67800000	9.449513	16.385022	34.421499	28.280473	7.15299	9.449513	1.29584592405499
chr17	66900001	67900000	10.83802	18.798024	33.881491	25.553473	6.505491	10.83802	1.30043003842671
chr17	67000001	6.8e+07	12.094012	20.517505	32.53599	23.943493	6.178998	12.094012	1.32651841504911
chr17	67100001	68100000	12.159002	21.025507	32.695996	23.462499	6.029996	12.159002	1.31173530688639
chr17	67200001	68200000	12.154994	21.343002	32.583008	23.460992	5.826004	12.154994	1.32535361233468
chr17	67300001	68300000	12.272004	21.840503	32.590497	22.966	5.780497	12.272004	1.32647420308012
chr17	67400001	68400000	12.098501	21.907501	32.287996	23.184495	5.756501	12.098501	1.34570820546997
chr17	67500001	68500000	12.204501	22.022499	31.54398	22.996513	6.275507	12.204501	1.37212511411215
chr17	67600001	68600000	12.277992	21.22999	29.83297	23.460513	7.88503	12.277992	1.39513949826732
chr17	67700001	68700000	12.368501	19.531475	26.921972	24.830509	10.56104	12.368501	1.39533152082278
chr17	67800001	68800000	11.606996	16.910968	24.248473	26.090513	14.711539	11.606996	1.38782487915584
chr17	67900001	68900000	10.712485	13.79697	21.927978	26.887505	18.961541	10.712485	1.38916358838203
chr17	68000001	6.9e+07	9.209986	10.579471	19.968477	27.621004	23.309543	9.209986	1.40594498214233
chr17	68100001	69100000	8.968004	7.713972	16.942972	28.080503	26.821531	8.968004	1.41057227590766
chr17	68200001	69200000	8.752517	5.402477	13.579958	28.254996	30.463034	8.752517	1.42256025108883
chr17	68300001	69300000	9.213497	3.394487	10.123465	27.207976	34.151545	9.213497	1.44922622385204
chr17	68400001	69400000	9.510998	2.613495	6.912974	24.808978	37.715537	9.510998	1.46942312874365
chr17	68500001	69500000	10.029	2.229497	4.719986	21.851958	40.386535	10.029	1.46648673992914
chr17	68600001	69600000	9.942004	2.226	3.918495	18.141968	43.012515	9.942004	1.47264045433368
chr17	68700001	69700000	10.083505	2.244501	3.399497	15.14598	43.703982	10.083505	1.47932359688277
chr17	68800001	69800000	9.973491	2.308501	3.261002	13.372493	43.601501	9.973491	1.48489719089993
chr17	68900001	69900000	9.658	2.276499	3.449	12.731501	43.825004	9.658	1.49884612442176
chr17	69000001	7e+07	9.478499	2.209499	3.118996	13.345006	44.292507	9.478499	1.48109821943535
chr17	69100001	70100000	8.826996	2.092998	3.001497	14.075006	45.454014	8.826996	1.51911756457808
chr17	69200001	70200000	8.929986	1.932	3.165006	15.121018	45.774505	8.929986	1.498285749833
chr17	69300001	70300000	8.338008	1.862499	3.334503	17.060028	46.238487	8.338008	1.48932615871302
chr17	69400001	70400000	8.244	1.759	3.873505	19.971032	45.447485	8.244	1.47620284235842
chr17	69500001	70500000	7.960501	1.824501	4.565519	23.996533	43.486469	7.960501	1.47951570032108
chr17	69600001	70600000	7.597499	2.347008	7.761537	26.624018	39.711958	7.597499	1.47171802418935
chr17	69700001	70700000	7.093996	2.946008	11.048024	29.54803	36.359982	7.093996	1.47182286829623
chr17	69800001	70800000	7.811505	3.660006	13.093519	32.598028	32.706467	7.811505	1.48180680799446
chr17	69900001	70900000	8.091	4.53201	16.047547	34.770006	28.476954	8.091	1.49001312659347
chr17	70000001	7.1e+07	8.847505	6.160527	20.384042	34.254489	23.529948	8.847505	1.49392631551874
chr17	70100001	71100000	9.406996	9.425537	23.877034	32.62998	18.664455	9.406996	1.4890775915462
chr17	70200001	71200000	10.050018	13.035529	26.306521	30.441477	14.568459	10.050018	1.49442655330005
chr17	70300001	71300000	11.610008	16.258026	29.033535	27.706968	9.971966	11.610008	1.51027262265215
chr17	70400001	71400000	12.022006	19.185527	32.249533	24.13996	6.81297	12.022006	1.48423438794632
chr17	70500001	71500000	12.363994	21.00801	35.635523	20.368982	4.871487	12.363994	1.48528698965937
chr17	70600001	71600000	12.438503	21.244998	35.75999	20.37801	4.235996	12.438503	1.5350424188713
chr17	70700001	71700000	12.763499	21.045497	34.66499	20.951008	4.519004	12.763499	1.54629489245916
chr17	70800001	71800000	11.963501	20.546996	33.966493	22.329006	4.970002	11.963501	1.56900663602439
chr17	70900001	71900000	11.779499	19.867992	32.763469	23.663036	5.334002	11.779499	1.57770212589101
chr17	71000001	7.2e+07	11.343495	18.780485	31.187994	26.15202	5.708505	11.343495	1.59656154967249
chr17	71100001	72100000	10.754497	17.009483	31.448505	28.091521	6.191	10.754497	1.58950531305021
chr17	71200001	72200000	10.221495	15.936507	32.064497	29.383004	6.172497	10.221495	1.60579607247422
chr17	71300001	72300000	9.686994	15.712509	32.306996	29.806501	6.266499	9.686994	1.6326297870343
chr17	71400001	72400000	10.029004	16.208008	31.910992	29.817499	6.174501	10.029004	1.68153038142609
chr17	71500001	72500000	10.476511	17.056519	31.057493	29.036982	6.486998	10.476511	1.7010201317626
chr17	71600001	72600000	11.607509	19.109028	31.316008	26.106964	6.143497	11.607509	1.69698764226275
chr17	71700001	72700000	12.284008	23.21904	31.902509	21.875455	5.431992	12.284008	1.70905841086263
chr17	71800001	72800000	14.003521	27.369048	31.884491	16.772451	4.731493	14.003521	1.71880590411752
chr17	71900001	72900000	16.91004	31.521032	30.224982	12.022443	4.200501	16.91004	1.73952674194419
chr17	72000001	7.3e+07	22.449066	33.031002	27.472966	8.027972	3.798994	22.449066	1.76160356182311
chr17	72100001	73100000	29.269577	32.622984	23.756459	5.711978	3.353499	29.269577	1.78393474083856
chr17	72200001	73200000	36.088058	30.80997	20.524477	4.210992	3.208	36.088058	1.80086032072234
chr17	72300001	73300000	41.594559	29.094477	17.207465	3.621996	3.449503	41.594559	1.80709733259748
chr17	72400001	73400000	46.754048	27.458986	13.80897	3.302996	3.578499	46.754048	1.80243147058728
chr17	72500001	73500000	51.679547	26.620489	10.472465	2.870497	3.444501	51.679547	1.82491116194709
chr17	72600001	73600000	56.215551	26.173487	6.872463	2.406497	3.442002	56.215551	1.83846225629537
chr17	72700001	73700000	61.156551	23.638477	4.083974	2.162996	3.584501	61.156551	1.85829120251608
chr17	72800001	73800000	66.366046	20.453459	2.651996	1.964497	3.196998	66.366046	1.87377567869118
chr17	72900001	73900000	70.693036	16.747972	2.308501	1.866499	2.963495	70.693036	1.89631261389533
chr17	73000001	7.4e+07	71.827497	15.602996	2.306	1.880002	3.243503	71.827497	1.88184768115986
chr17	73100001	74100000	71.631489	15.765509	2.268501	1.971002	3.366501	71.631489	1.91172156445745
chr17	73200001	74200000	70.604493	16.73201	2.307	1.986499	3.371	70.604493	1.91571455516864
chr17	73300001	74300000	71.280505	16.544	2.254	2.016002	3.018497	71.280505	1.91038106127149
chr17	73400001	74400000	71.714507	16.380495	2.281998	1.996499	2.947002	71.714507	1.92861286857398
chr17	73500001	74500000	72.159505	16.229998	2.102998	1.962499	2.741499	72.159505	1.9325125933876
chr17	73600001	74600000	73.40601	15.031487	2.112501	1.877497	2.790501	73.40601	1.9324464302652
chr17	73700001	74700000	74.891012	13.983992	2.183501	1.823499	2.732497	74.891012	1.93868507048081
chr17	73800001	74800000	73.474469	15.064026	2.462	1.873004	2.678002	73.474469	1.91466564721275
chr17	73900001	74900000	68.034437	19.702547	3.233012	1.971501	2.779505	68.034437	1.89091426701891
chr17	74000001	7.5e+07	63.000457	24.108541	3.875006	2.103499	2.683499	63.000457	1.92190257674791
chr17	74100001	75100000	59.418978	26.964018	4.584505	2.104998	2.623	59.418978	1.91090337361199
chr17	74200001	75200000	57.163471	28.64102	4.816505	2.203503	2.651002	57.163471	1.89657312799457
chr17	74300001	75300000	53.604453	31.178525	5.31901	2.223501	2.871503	53.604453	1.92345424936234
chr17	74400001	75400000	48.588445	34.072032	6.848028	2.301	2.994996	48.588445	1.95169255918658
chr17	74500001	75500000	43.392952	35.940014	9.620026	2.445006	3.139004	43.392952	1.98382391054286
chr17	74600001	75600000	36.823429	38.007519	13.735549	2.973509	3.100998	36.823429	1.97553631896342
chr17	74700001	75700000	30.065934	39.744014	18.162044	3.603004	3.155503	30.065934	1.96208714711602
chr17	74800001	75800000	24.933465	41.339016	21.566521	3.701	3.301	24.933465	1.99520210760363
chr17	74900001	75900000	24.061505	41.464998	22.115996	3.809501	3.276998	24.061505	1.97179736103306
chr17	75000001	7.6e+07	25.840531	40.200479	21.777994	3.733501	3.186998	25.840531	1.94888076146684
chr17	75100001	76100000	29.113036	37.486974	21.069493	3.761	3.218	29.113036	1.95523308119682
chr17	75200001	76200000	32.804042	34.599469	20.691497	3.660996	3.277499	32.804042	1.98050029850489
chr17	75300001	76300000	36.453044	31.768974	20.171489	3.629	3.117998	36.453044	1.99299713632219
chr17	75400001	76400000	41.69605	28.640475	18.602471	3.575501	2.865	41.69605	1.98555861908897
chr17	75500001	76500000	44.792016	28.340515	16.055978	3.512493	2.849499	44.792016	1.97694484727147
chr17	75600001	76600000	45.519002	31.089042	12.719463	3.050992	2.964998	45.519002	1.96244740826949
chr17	75700001	76700000	46.334014	33.635022	9.874473	2.469499	2.779996	46.334014	1.98811009221932
chr17	75800001	76800000	47.416513	34.086483	8.389004	2.407998	2.843501	47.416513	1.9692017942406
chr17	75900001	76900000	48.491	31.653481	9.466519	2.409	3.027501	48.491	2
chr17	76000001	7.7e+07	46.043453	31.068499	12.067535	2.475503	3.036002	46.043453	2
chr17	76100001	77100000	39.969425	32.062014	16.23104	3.146515	3.142505	39.969425	2
chr17	76200001	77200000	32.316421	32.959499	20.656547	4.850026	3.401002	32.316421	2
chr17	76300001	77300000	25.132433	32.677994	25.172545	7.595521	3.472505	25.132433	2
chr17	76400001	77400000	18.510447	32.021489	29.776537	9.59402	3.877004	18.510447	2
chr17	76500001	77500000	14.761964	30.862487	33.515535	10.928519	3.750996	14.761964	2
chr17	76600001	77600000	13.483493	29.437529	34.653986	11.735499	3.542499	13.483493	2
chr17	76700001	77700000	15.339521	28.036477	33.845487	11.774501	3.816505	15.339521	2
chr17	76800001	77800000	18.545535	25.845479	32.121978	11.924002	3.925503	18.545535	2
chr17	76900001	77900000	20.481517	25.406503	30.441485	12.033	4.016499	20.481517	2
chr17	77000001	7.8e+07	21.507507	26.170513	28.943982	12.022998	3.997503	21.507507	2
chr17	77100001	78100000	22.435012	28.845535	25.957968	11.323986	4.134	22.435012	2
chr17	77200001	78200000	24.180519	31.781529	23.047471	9.746481	4.081501	24.180519	2
chr17	77300001	78300000	26.550523	34.265533	20.49197	7.299479	4.357996	26.550523	2
chr17	77400001	78400000	28.426519	38.070032	17.253978	5.369479	4.003996	28.426519	2
chr17	77500001	78500000	29.67602	39.873503	15.188481	4.085485	4.011004	29.67602	2
chr17	77600001	78600000	30.977507	39.828453	15.531531	3.445004	4.097002	30.977507	2
chr17	77700001	78700000	28.193962	41.068527	17.505022	3.561499	3.906495	28.193962	2
chr17	77800001	78800000	24.016966	44.760541	18.833505	3.410996	3.589996	24.016966	2
chr17	77900001	78900000	23.197008	46.390994	18.659493	3.113	3.219998	23.197008	2
chr17	78000001	7.9e+07	27.03006	43.999467	17.414483	3.026998	3.275996	27.03006	2
chr17	78100001	79100000	31.944537	40.687467	16.336495	2.898501	2.978998	31.944537	2
chr18	100001	1100000	28.074976	31.939543	20.229495	11.599489	3.893497	28.074976	1.42641735769458
chr18	200001	1200000	27.013495	34.79802	19.638992	10.844992	3.635501	27.013495	1.40915479425576
chr18	300001	1300000	26.579996	35.292998	20.811004	9.594497	3.726503	26.579996	1.40780008926857
chr18	400001	1400000	26.264493	34.568483	21.794517	9.75801	3.766998	26.264493	1.3785775240001
chr18	500001	1500000	25.72599	31.858455	22.734996	11.762046	3.98101	25.72599	1.3731184880478
chr18	600001	1600000	24.08598	26.850946	23.334507	16.235044	5.451519	24.08598	1.37292496620414
chr18	700001	1700000	20.317451	22.942968	23.871	20.480046	8.45904	20.317451	1.37285435573396
chr18	800001	1800000	14.621433	20.382485	24.060501	24.35004	12.336036	14.621433	1.35751735419066
chr18	900001	1900000	8.830459	18.52497	23.692998	28.488535	16.162537	8.830459	1.34743477809385
chr18	1000001	2e+06	5.75398	14.590447	23.104491	32.761054	19.198022	5.75398	1.30672713733451
chr18	1100001	2100000	4.786994	9.151944	22.336994	38.036555	21.112014	4.786994	1.29147058264215
chr18	1200001	2200000	4.659503	5.313974	21.100984	41.957036	22.209004	4.659503	1.31712548855828
chr18	1300001	2300000	4.828998	4.049495	19.670004	44.429505	22.109497	4.828998	1.3126728194055
chr18	1400001	2400000	4.999507	4.443513	20.115503	43.876984	21.626495	4.999507	1.32351097933697
chr18	1500001	2500000	5.544004	6.599032	21.178016	41.201958	20.72199	5.544004	1.31851492910987
chr18	1600001	2600000	6.658012	10.450042	22.220507	36.739453	19.301986	6.658012	1.32166166835153
chr18	1700001	2700000	7.911511	15.182046	23.081521	32.585956	16.474962	7.911511	1.31405285001114
chr18	1800001	2800000	9.416513	20.297549	24.474519	28.605457	12.640463	9.416513	1.33576547582875
chr18	1900001	2900000	11.194012	24.831046	26.236016	24.435964	8.755964	11.194012	1.36450941967274
chr18	2000001	3e+06	12.256505	29.650046	27.824525	20.214946	5.68898	12.256505	1.40969198746197
chr18	2100001	3100000	13.333018	33.36704	29.877517	14.716439	3.975986	13.333018	1.46129325402114
chr18	2200001	3200000	14.308511	36.965535	31.306006	10.077954	2.626994	14.308511	1.47120951839741
chr18	2300001	3300000	15.778014	40.129028	30.745986	6.325475	2.403996	15.778014	1.475512747453
chr18	2400001	3400000	16.658	43.106024	28.816483	4.408487	2.300501	16.658	1.45097892677499
chr18	2500001	3500000	18.297539	44.725495	26.322974	3.602495	2.303499	18.297539	1.44334919678867
chr18	2600001	3600000	23.050058	42.859968	23.546479	3.463501	2.277495	23.050058	1.45469244712011
chr18	2700001	3700000	28.217549	39.483475	22.139481	3.252499	2.275499	28.217549	1.4817819788047
chr18	2800001	3800000	31.127511	37.217493	21.09399	3.659507	2.279002	31.127511	1.4492643341738
chr18	2900001	3900000	30.687485	37.609503	20.658006	4.043006	2.369501	30.687485	1.42780393804825
chr18	3000001	4e+06	29.721996	37.300487	20.972503	4.912513	2.709002	29.721996	1.41597754245957
chr18	3100001	4100000	28.715489	35.469968	21.733507	6.842026	3.33401	28.715489	1.39749768810031
chr18	3200001	4200000	27.748489	32.047465	21.833491	9.757034	4.672016	27.748489	1.37782095643783
chr18	3300001	4300000	26.370489	28.507964	20.257477	13.440034	7.096028	26.370489	1.37615706924423
chr18	3400001	4400000	25.289495	24.333958	17.977976	16.078517	10.887547	25.289495	1.38555133855496
chr18	3500001	4500000	23.424459	20.11397	16.167493	17.495014	15.569549	23.424459	1.38559003867848
chr18	3600001	4600000	17.780429	18.004489	15.831497	18.653511	20.02404	17.780429	1.39900624593932
chr18	3700001	4700000	11.025441	16.633481	15.354495	19.124505	23.990537	11.025441	1.38457890590545
chr18	3800001	4800000	6.653475	13.621455	14.765491	19.252499	27.670543	6.653475	1.40601745051712
chr18	3900001	4900000	5.066996	8.591451	13.235974	19.446501	31.544527	5.066996	1.39963736601889
chr18	4000001	5e+06	4.847	4.077968	10.719469	19.233994	34.573531	4.847	1.40610870730256
chr18	4100001	5100000	4.805996	2.170491	7.296469	17.638976	37.393533	4.805996	1.39479466178295
chr18	4200001	5200000	4.688	1.681497	4.18898	15.378477	39.83302	4.688	1.4045397346193
chr18	4300001	5300000	4.700495	1.545499	3.246493	12.06197	40.614008	4.700495	1.41510160340404
chr18	4400001	5400000	4.820505	1.406499	2.690996	10.040988	40.313487	4.820505	1.39586187450954
chr18	4500001	5500000	4.590992	1.389	2.723002	8.88699	39.246986	4.590992	1.40411573681241
chr18	4600001	5600000	4.158503	1.417	2.721	8.378994	38.333988	4.158503	1.39118312066725
chr18	4700001	5700000	4.201998	1.423	2.800503	8.599996	36.980491	4.201998	1.387798253883
chr18	4800001	5800000	4.342503	1.420501	2.840499	8.535998	36.19399	4.342503	1.40006285781883
chr18	4900001	5900000	4.623	1.599	2.870501	8.721501	35.635511	4.623	1.40806426830456
chr18	5000001	6e+06	4.769499	1.525499	2.820998	8.677499	35.772998	4.769499	1.40516059708605
chr18	5100001	6100000	4.856503	1.486	2.601497	8.690507	35.877485	4.856503	1.40335151105909
chr18	5200001	6200000	4.971996	1.502	2.461499	8.793996	35.286501	4.971996	1.41292018733222
chr18	5300001	6300000	4.901503	1.527	2.206	9.457509	35.649998	4.901503	1.43065531972116
chr18	5400001	6400000	5.024992	1.549	2.500002	10.300513	35.685501	5.024992	1.47298549384334
chr18	5500001	6500000	4.931006	1.588	2.890507	11.913018	35.930495	4.931006	1.49587092117356
chr18	5600001	6600000	5.233998	1.623503	4.019016	14.08902	34.95599	5.233998	1.52296930805516
chr18	5700001	6700000	5.626505	1.927505	5.261507	15.696016	34.364501	5.626505	1.55305609485796
chr18	5800001	6800000	5.345499	2.272503	6.417507	17.854024	34.322994	5.345499	1.55048827271897
chr18	5900001	6900000	5.417507	2.321501	7.124004	19.721014	34.128495	5.417507	1.57144701342361
chr18	6000001	7e+06	5.495503	2.439501	7.398501	21.377517	34.758008	5.495503	1.57186884579489
chr18	6100001	7100000	5.361499	2.513	7.783002	23.081509	35.23501	5.361499	1.60642606238796
chr18	6200001	7200000	5.405505	2.522501	7.836998	23.931008	36.447006	5.405505	1.63201899833041
chr18	6300001	7300000	5.163002	2.560501	7.794499	24.386998	37.282006	5.163002	1.62622147487908
chr18	6400001	7400000	5.117503	2.653503	7.812505	23.968986	38.401507	5.117503	1.62897587479333
chr18	6500001	7500000	5.231998	2.691	7.590491	23.183996	39.007515	5.231998	1.63944051485923
chr18	6600001	7600000	4.897499	2.655996	6.586984	22.007489	40.907026	4.897499	1.63932549478954
chr18	6700001	7700000	4.790994	2.376495	5.428491	21.200994	42.896509	4.790994	1.65627495234291
chr18	6800001	7800000	4.787497	2.101497	4.316994	19.980988	44.262016	4.787497	1.65791677701324
chr18	6900001	7900000	4.800994	1.935501	3.778998	18.781497	45.430008	4.800994	1.65606836752069
chr18	7000001	8e+06	4.749004	2.024	3.596	17.907487	45.94701	4.749004	1.67784776545271
chr18	7100001	8100000	4.803501	2.060503	3.280004	17.082	46.427501	4.803501	1.6482997673491
chr18	7200001	8200000	4.768501	2.533503	4.928517	17.814513	45.192485	4.768501	1.61547497744266
chr18	7300001	8300000	4.979497	2.776002	6.462018	19.803028	43.265982	4.979497	1.60417292000899
chr18	7400001	8400000	4.898501	2.820998	8.206018	23.167038	40.005467	4.898501	1.55988402014565
chr18	7500001	8500000	4.935501	3.38301	11.531046	25.523507	36.025956	4.935501	1.54492698304621
chr18	7600001	8600000	5.308004	5.058028	16.614048	25.17099	31.589958	5.308004	1.54583422873511
chr18	7700001	8700000	5.441006	8.731044	20.294531	24.12699	27.601962	5.441006	1.51600388445245
chr18	7800001	8800000	6.822521	13.324541	22.518022	22.893988	23.343954	6.822521	1.52013356571205
chr18	7900001	8900000	9.62704	17.276535	23.801004	21.46498	19.030457	9.62704	1.50285728926862
chr18	8000001	9e+06	13.576545	20.645529	24.236002	20.017489	14.399948	13.576545	1.49007418664874
chr18	8100001	9100000	17.614525	24.550553	24.649996	18.52598	9.645459	17.614525	1.48520515974736
chr18	8200001	9200000	19.868004	29.414058	23.826002	15.962469	6.473473	19.868004	1.45754433094957
chr18	8300001	9300000	20.771014	35.29406	23.510489	12.268956	4.056479	20.771014	1.44189766071048
chr18	8400001	9400000	21.862014	41.496056	22.348984	7.501453	2.749491	21.862014	1.44678559118205
chr18	8500001	9500000	23.985519	45.945543	19.781964	3.856475	2.283499	23.985519	1.44205499086741
chr18	8600001	9600000	26.130026	49.951026	15.063455	2.652996	2.181499	26.130026	1.43504347405582
chr18	8700001	9700000	30.100549	50.367487	11.266968	2.226497	2.031499	30.100549	1.43846480112167
chr18	8800001	9800000	34.565551	48.340475	8.834976	2.037497	2.074002	34.565551	1.42176744286027
chr18	8900001	9900000	38.99604	45.418469	7.532994	1.967	2.038	38.99604	1.44133537138958
chr18	9000001	1e+07	42.21701	42.988491	7.113499	1.821	1.982501	42.21701	1.42765203788993
chr18	9100001	10100000	42.486998	42.643998	7.120006	1.908	2.006	42.486998	1.4340077910868
chr18	9200001	10200000	41.020499	43.291491	7.568501	1.988002	2.140002	41.020499	1.47298446648375
chr18	9300001	10300000	40.138984	41.343465	9.65604	2.608511	2.123501	40.138984	1.48145759619987
chr18	9400001	10400000	39.015485	36.50195	13.64004	4.233527	2.331002	39.015485	1.48420554751508
chr18	9500001	10500000	36.728982	31.896952	17.174032	7.46303	2.577503	36.728982	1.47442611507621
chr18	9600001	10600000	34.514473	26.99296	20.103527	11.154034	3.042503	34.514473	1.47774078394832
chr18	9700001	10700000	30.434952	24.085978	23.103034	14.393026	3.741008	30.434952	1.48010862802111
chr18	9800001	10800000	25.19493	22.511996	25.367014	17.769543	4.997515	25.19493	1.49634148865498
chr18	9900001	10900000	18.167423	22.175495	25.917002	21.586535	7.177533	18.167423	1.49603466748703
chr18	10000001	1.1e+07	10.963439	21.15098	25.965501	24.324525	10.958539	10.963439	1.51862458787559
chr18	10100001	11100000	6.681477	17.612447	25.738992	26.933531	14.603028	6.681477	1.52632149158351
chr18	10200001	11200000	5.699495	11.654447	24.622483	29.609531	17.776529	5.699495	1.53048232049413
chr18	10300001	11300000	5.628002	7.557972	21.350954	31.702515	21.326038	5.628002	1.54003424213437
chr18	10400001	11400000	5.807	6.129495	16.948459	33.59602	24.074523	5.807	1.56369852690203
chr18	10500001	11500000	6.146501	5.983	13.77698	34.861507	25.759012	6.146501	1.57808346470978
chr18	10600001	11600000	6.051996	6.143499	12.784002	34.974004	26.486501	6.051996	1.55551245636645
chr18	10700001	11700000	6.417004	6.806519	13.467002	33.817986	25.966493	6.417004	1.54425599828043
chr18	10800001	11800000	6.952519	9.00802	14.920521	31.08896	24.691984	6.952519	1.52129367496631
chr18	10900001	11900000	8.269511	12.040038	16.946026	27.682469	22.514467	8.269511	1.52413953947873
chr18	11000001	1.2e+07	10.644022	15.383038	19.188018	25.147477	18.759461	10.644022	1.52610189974178
chr18	11100001	12100000	11.818509	19.545046	21.501024	22.750469	15.317473	11.818509	1.52000943606051
chr18	11200001	12200000	13.648525	23.885541	23.494509	20.010469	12.235469	13.648525	1.52123813019158
chr18	11300001	12300000	16.936543	27.995038	24.089501	17.370475	8.52396	16.936543	1.5296884417191
chr18	11400001	12400000	20.936537	31.850539	23.663994	13.917956	5.592475	20.936537	1.5143191545769
chr18	11500001	12500000	24.089519	35.846545	22.89899	9.373962	3.613984	24.089519	1.52227813843935
chr18	11600001	12600000	25.472012	40.080036	22.21499	5.526463	2.427996	25.472012	1.52706089794635
chr18	11700001	12700000	26.116511	42.927016	20.910485	3.534489	2.188497	26.116511	1.53359826008976
chr18	11800001	12800000	26.928004	44.459515	18.901481	3.010998	2.067	26.928004	1.56150086667264
chr18	11900001	12900000	26.921507	45.360505	18.19999	2.739497	2.086	26.921507	1.52974138611013
chr18	12000001	1.3e+07	26.298992	46.149501	18.052507	2.767	1.98	26.298992	1.52482327175675
chr18	12100001	13100000	25.917994	45.050477	19.251519	2.896509	1.994501	25.917994	1.52870698882708
chr18	12200001	13200000	24.283974	42.713974	21.391028	4.670529	1.789998	24.283974	1.53985537553966
chr18	12300001	13300000	20.883956	39.47597	24.185527	8.055038	2.413511	20.883956	1.54693291220586
chr18	12400001	13400000	16.932964	36.109461	26.15401	12.316046	3.614515	16.932964	1.57945478715954
chr18	12500001	13500000	13.416475	31.909952	26.554996	16.912048	6.274529	13.416475	1.58352746029228
chr18	12600001	13600000	12.010992	26.820453	25.60599	21.68104	8.661521	12.010992	1.5841835601108
chr18	12700001	13700000	11.12998	22.247457	24.358489	25.841048	11.161026	11.12998	1.61375351780981
chr18	12800001	13800000	9.529984	17.598958	23.793495	30.000531	13.98303	9.529984	1.59890799373378
chr18	12900001	13900000	8.071481	13.171956	22.365982	32.934026	17.913048	8.071481	1.61951935802784
chr18	13000001	1.4e+07	6.145986	8.89096	20.151972	35.354517	22.789551	6.145986	1.63510876970626
chr18	13100001	14100000	5.167491	5.773978	16.349956	36.397004	27.812549	5.167491	1.62225352155453
