phase	subcomp	chrom	start	end	gpseq_score
S2	A2	chr15	45600001	45700000	1.43444884579657
S2	A2	chr15	45700001	45800000	1.6532838226706
S2	A2	chr15	49000001	49100000	1.49191147100713
S2	A2	chr15	50100001	50200000	1.42736244695961
S2	A2	chr15	56800001	56900000	1.49579713592056
S2	A2	chr15	56900001	57000000	1.54301246361063
S2	A2	chr15	58000001	58100000	1.53824304963954
S2	A2	chr15	58100001	58200000	1.52210721048618
S2	A2	chr15	77500001	77600000	1.52776822255479
S2	A2	chr15	85800001	85900000	1.44181980252097
S2	A2	chr16	71300001	71400000	1.62183702538626
S2	A2	chr17	53400001	53500000	1.49944363921351
S2	A2	chr17	59500001	59600000	1.63201999929612
S2	A2	chr17	61000001	61100000	1.59292996723893
S2	A2	chr17	64900001	65000000	1.73140207839618
S2	A2	chr17	65000001	65100000	1.64517548061882
S2	A2	chr18	20700001	20800000	1.4965900796378
S2	A2	chr18	44200001	44300000	1.53823744401455
S2	A2	chr18	44500001	44600000	1.37129311505878
S2	A2	chr18	45900001	46000000	1.50879604660512
S2	A2	chr18	47200001	47300000	1.6802933891138
S2	A2	chr18	48100001	48200000	1.40799631465686
S2	A2	chr18	48200001	48300000	1.43768317752874
S2	A2	chr18	54600001	54700000	1.36983358639032
S2	A2	chr18	54900001	55000000	1.49555171236108
S2	A2	chr18	59900001	60000000	1.28879216631763
S2	A2	chr19	12200001	12300000	1.88201076787946
S2	A2	chr19	12300001	12400000	2.01467109961319
S2	A2	chr19	12400001	12500000	1.84122206062259
S2	A2	chr2	11000001	11100000	1.54193382774166
S2	A2	chr2	11100001	11200000	1.47415884690947
S2	A2	chr2	25300001	25400000	1.44879070496781
S2	A2	chr2	25500001	25600000	1.64886188119203
S2	A2	chr2	25600001	25700000	1.52820884592476
S2	A2	chr2	25700001	25800000	1.5499524538124
S2	A2	chr2	28200001	28300000	1.45653766989766
S2	A2	chr2	28300001	28400000	1.44245434910263
S2	A2	chr2	30300001	30400000	1.36822493698163
S2	A2	chr2	30700001	30800000	1.29336391804614
S2	A2	chr2	30800001	30900000	1.30272904430107
S2	A2	chr2	38300001	38400000	1.4286872736733
S2	A2	chr2	38400001	38500000	1.52336954460743
S2	A2	chr2	40000001	40100000	1.21394452788649
S2	A2	chr2	42500001	42600000	1.43771334988021
S2	A2	chr2	44500001	44600000	1.67421454617351
S2	A2	chr2	46100001	46200000	1.81269068691768
S2	A2	chr2	48100001	48200000	1.47785452619679
S2	A2	chr2	48200001	48300000	1.51480604086406
S2	A2	chr2	48300001	48400000	1.50548279780686
S2	A2	chr2	48600001	48700000	1.3742689505135
S2	A2	chr2	48700001	48800000	1.37431752664514
S2	A2	chr2	60800001	60900000	1.36451446360827
S2	A2	chr2	64100001	64200000	1.4469760133015
S2	A2	chr2	64200001	64300000	1.44023354873777
S2	A2	chr2	64500001	64600000	1.56236453201887
S2	A2	chr2	64600001	64700000	1.43765843172071
S2	A2	chr2	71400001	71500000	1.6296111211763
S2	A2	chr2	73700001	73800000	1.57702158773051
S2	A2	chr2	75100001	75200000	1.43360276147573
S2	A2	chr2	100100001	100200000	1.66319458736222
S2	A2	chr2	100200001	100300000	1.47788987036294
S2	A2	chr2	101700001	101800000	1.54203922431716
S2	A2	chr2	111600001	111700000	1.6540743300752
S2	A2	chr2	120400001	120500000	1.58997306072345
S2	A2	chr2	120500001	120600000	1.48619873814864
S2	A2	chr2	120600001	120700000	1.42347300572929
S2	A2	chr2	120900001	121000000	1.56270755409298
S2	A2	chr2	122000001	122100000	1.59350023555409
S2	A2	chr2	127800001	127900000	1.47554576929738
S2	A2	chr2	129000001	129100000	1.56313368348739
S2	A2	chr2	131300001	131400000	1.44975411574167
S2	A2	chr2	135600001	135700000	1.44679645159686
S2	A2	chr2	136800001	136900000	1.4559368538405
S2	A2	chr2	169000001	169100000	1.22285351218865
S2	A2	chr2	169100001	169200000	1.23768674153789
S2	A2	chr2	173300001	173400000	1.52647385261812
S2	A2	chr2	174000001	174100000	1.36493213625099
S2	A2	chr2	174100001	174200000	1.4359169965004
S2	A2	chr2	175000001	175100000	1.49578150383075
S2	A2	chr2	175100001	175200000	1.59238358184091
S2	A2	chr2	175200001	175300000	1.45446180254958
S2	A2	chr2	175300001	175400000	1.55369309755982
S2	A2	chr2	178800001	178900000	1.4550294611255
S2	A2	chr2	183700001	183800000	1.23550316594097
S2	A2	chr2	192000001	192100000	1.28864571348346
S2	A2	chr2	201200001	201300000	1.20532045407059
S2	A2	chr2	202600001	202700000	1.3708009426065
S2	A2	chr2	202700001	202800000	1.4775619951315
S2	A2	chr2	204400001	204500000	1.51393764325196
S2	A2	chr2	218700001	218800000	1.46028898400046
S2	A2	chr2	232900001	233000000	1.39543541379119
S2	A2	chr2	233100001	233200000	1.59922374330718
S2	A2	chr2	233200001	233300000	1.59231440105785
S2	A2	chr2	234600001	234700000	1.41955794315196
S2	A2	chr20	46500001	46600000	1.94531068050856
S2	A2	chr3	12000001	12100000	1.37631546406594
S2	A2	chr3	14700001	14800000	1.55999842047324
S2	A2	chr3	32400001	32500000	1.42175654765838
S2	A2	chr3	37600001	37700000	1.4641877037627
S2	A2	chr3	37700001	37800000	1.44734334221411
S2	A2	chr3	38500001	38600000	1.52248041973192
S2	A2	chr3	38600001	38700000	1.44629806613975
S2	A2	chr3	42000001	42100000	1.45232514144452
S2	A2	chr3	42100001	42200000	1.39103997549583
S2	A2	chr3	51000001	51100000	1.66172459896155
S2	A2	chr3	51200001	51300000	1.68202819235817
S2	A2	chr3	53700001	53800000	1.70859427559641
S2	A2	chr3	57000001	57100000	1.77566199231762
S2	A2	chr3	57100001	57200000	1.56943396534839
S2	A2	chr3	57200001	57300000	1.73715001469135
S2	A2	chr3	64700001	64800000	1.41380202814616
S2	A2	chr3	72000001	72100000	1.53450457199562
S2	A2	chr3	155100001	155200000	1.37724935481772
S2	A2	chr3	169600001	169700000	1.37163482794365
S2	A2	chr3	172200001	172300000	1.44644681842908
S2	A2	chr3	184500001	184600000	1.50068823515624
S2	A2	chr3	184600001	184700000	1.48924859143031
S2	A2	chr3	184700001	184800000	1.50383831263821
S2	A2	chr3	185900001	186000000	1.39007455765293
S2	A2	chr3	186100001	186200000	1.42245584530513
S2	A2	chr4	4000001	4100000	1.81739388661958
S2	A2	chr4	4100001	4200000	1.84801104859323
S2	A2	chr4	6200001	6300000	1.58662036548907
S2	A2	chr4	26400001	26500000	1.3515926002634
S2	A2	chr4	38000001	38100000	1.38755152809883
S2	A2	chr4	38600001	38700000	1.34186500751137
S2	A2	chr4	56900001	57000000	1.38366993975253
S2	A2	chr4	57000001	57100000	1.42222439600514
S2	A2	chr4	57600001	57700000	1.38008904958341
S2	A2	chr4	57700001	57800000	1.29605418455569
S2	A2	chr4	76800001	76900000	1.28711927899489
S2	A2	chr4	77100001	77200000	1.35248777078712
S2	A2	chr4	78600001	78700000	1.29180156934459
S2	A2	chr4	100000001	100100000	1.3987464079275
S2	A2	chr4	103300001	103400000	1.25391967581479
S2	A2	chr4	103400001	103500000	1.14709074360615
S2	A2	chr4	111200001	111300000	1.35444307044539
S2	A2	chr4	113100001	113200000	1.29075350853057
S2	A2	chr4	123200001	123300000	1.32915921750906
S2	A2	chr4	124200001	124300000	1.34221014993742
S2	A2	chr4	124300001	124400000	1.47195586330245
S2	A2	chr4	129500001	129600000	1.3200347485631
S2	A2	chr4	129600001	129700000	1.29921008225859
S2	A2	chr4	152300001	152400000	1.39167271709002
S2	A2	chr4	153500001	153600000	1.40566451368922
S2	A2	chr4	153600001	153700000	1.35271610298796
S2	A2	chr4	153900001	154000000	1.49911267095913
S2	A2	chr4	160200001	160300000	1.19674559856955
S2	A2	chr4	184300001	184400000	1.41118405729498
S2	A2	chr4	184400001	184500000	1.39467435386514
S2	A2	chr5	32500001	32600000	1.39977282974595
S2	A2	chr5	34900001	35000000	1.42604434980608
S2	A2	chr5	36800001	36900000	1.24257585703482
S2	A2	chr5	52900001	53000000	1.29586933337317
S2	A2	chr5	54500001	54600000	1.42830347233684
S2	A2	chr5	54600001	54700000	1.51413336242222
S2	A2	chr5	54700001	54800000	1.27808596643348
S2	A2	chr5	54800001	54900000	1.41772878454812
S2	A2	chr5	76200001	76300000	1.48940407018946
S2	A2	chr5	77300001	77400000	1.5056263591562
S2	A2	chr5	78200001	78300000	1.56555260225613
S2	A2	chr5	78300001	78400000	1.53146579113484
S2	A2	chr5	79100001	79200000	1.59354242259296
S2	A2	chr5	79400001	79500000	1.50175523374
S2	A2	chr5	79500001	79600000	1.48994535564221
S2	A2	chr5	79600001	79700000	1.46132343929231
S2	A2	chr5	79700001	79800000	1.61239281227376
S2	A2	chr5	79800001	79900000	1.51086559818124
S2	A2	chr5	79900001	80000000	1.49412056618693
S2	A2	chr5	80400001	80500000	1.36571435273816
S2	A2	chr5	80500001	80600000	1.40360229358186
S2	A2	chr5	80600001	80700000	1.35165397750564
S2	A2	chr5	90700001	90800000	1.25406631398603
S2	A2	chr5	95500001	95600000	1.27123085843259
S2	A2	chr5	95900001	96000000	1.26654034707147
S2	A2	chr5	108100001	108200000	1.32131192562631
S2	A2	chr5	112500001	112600000	1.23638574079274
S2	A2	chr5	132700001	132800000	1.48787424962297
S2	A2	chr5	132800001	132900000	1.62845746260655
S2	A2	chr5	135000001	135100000	1.4070636725065
S2	A2	chr5	137000001	137100000	1.38628957476177
S2	A2	chr5	142000001	142100000	1.3037182447985
S2	A2	chr5	159600001	159700000	1.39539497079664
S2	A2	chr5	159700001	159800000	1.29160081767303
S2	A2	chr5	171400001	171500000	1.39240661369572
S2	A2	chr5	171600001	171700000	1.35940200016806
S2	A2	chr5	171800001	171900000	1.44083909736666
S2	A2	chr5	172700001	172800000	1.4544541347044
S2	A2	chr6	3600001	3700000	1.4575516614784
S2	A2	chr6	3700001	3800000	1.54681496068712
S2	A2	chr6	4100001	4200000	1.23770980464334
S2	A2	chr6	4700001	4800000	1.30496072353407
S2	A2	chr6	7400001	7500000	1.45613113068961
S2	A2	chr6	14400001	14500000	1.48839952915341
S2	A2	chr6	15400001	15500000	1.48037427034206
S2	A2	chr6	27800001	27900000	1.47140110095081
S2	A2	chr6	30000001	30100000	1.54636160051651
S2	A2	chr6	30100001	30200000	1.51877437587363
S2	A2	chr6	32500001	32600000	2.22410841394196
S2	A2	chr6	32700001	32800000	1.83988235010954
S2	A2	chr6	32800001	32900000	1.8502643420074
S2	A2	chr6	37800001	37900000	1.50847405579842
S2	A2	chr6	37900001	38000000	1.47513456973687
S2	A2	chr6	39000001	39100000	1.56950005651254
S2	A2	chr6	39100001	39200000	1.50215646238041
S2	A2	chr6	41300001	41400000	1.78044355142273
S2	A2	chr6	41400001	41500000	1.72129589524872
S2	A2	chr6	52700001	52800000	1.35645263028457
S2	A2	chr6	87800001	87900000	1.21136010765389
S2	A2	chr6	87900001	88000000	1.22207704032348
S2	A2	chr6	88000001	88100000	1.36222408439059
S2	A2	chr6	88100001	88200000	1.26071040519102
S2	A2	chr6	88200001	88300000	1.32941594718835
S2	A2	chr6	88600001	88700000	1.48051054112563
S2	A2	chr6	90100001	90200000	1.37415271427016
S2	A2	chr6	107100001	107200000	1.51211616616882
S2	A2	chr6	107700001	107800000	1.46461816808947
S2	A2	chr6	107800001	107900000	1.39340748223038
S2	A2	chr6	107900001	108000000	1.43984477427758
S2	A2	chr6	108000001	108100000	1.51853199434304
S2	A2	chr6	110000001	110100000	1.33831855539905
S2	A2	chr6	110700001	110800000	1.57043381590849
S2	A2	chr6	110800001	110900000	1.46826341605335
S2	A2	chr6	118800001	118900000	1.20212823850729
S2	A2	chr6	134600001	134700000	1.37940721780169
S2	A2	chr6	134700001	134800000	1.34046725286279
S2	A2	chr6	134800001	134900000	1.33502482200617
S2	A2	chr6	134900001	135000000	1.32264998170025
S2	A2	chr6	139800001	139900000	1.41176412524672
S2	A2	chr6	139900001	140000000	1.22336489164707
S2	A2	chr6	151000001	151100000	1.28271139190284
S2	A2	chr6	151100001	151200000	1.45741492599756
S2	A2	chr6	151200001	151300000	1.38222660958441
S2	A2	chr6	151300001	151400000	1.40796105583773
S2	A2	chr6	151400001	151500000	1.42698312228895
S2	A2	chr6	151600001	151700000	1.33006450562852
S2	A2	chr6	156900001	157000000	1.33143549657525
S2	A2	chr6	157100001	157200000	1.31641904220881
S2	A2	chr6	157200001	157300000	1.34302064330404
S2	A2	chr6	159500001	159600000	1.33420594214877
S2	A2	chr6	166600001	166700000	1.32289276292917
S2	A2	chr6	166700001	166800000	1.32041227463601
S2	A2	chr6	166800001	166900000	1.38412201349869
S2	A2	chr7	7400001	7500000	1.35111793128177
S2	A2	chr7	11200001	11300000	1.22135956378895
S2	A2	chr7	24900001	25000000	1.37444608263269
S2	A2	chr7	25900001	26000000	1.38190159862848
S2	A2	chr7	26000001	26100000	1.58272956503291
S2	A2	chr7	26400001	26500000	1.48354445540325
S2	A2	chr7	35800001	35900000	1.35749667700917
S2	A2	chr7	76500001	76600000	1.91441241125679
S2	A2	chr7	101200001	101300000	1.59019706468227
S2	A2	chr7	103900001	104000000	1.40617052121457
S2	A2	chr7	105500001	105600000	1.43882704308052
S2	A2	chr7	107900001	108000000	1.22101117297962
S2	A2	chr7	116300001	116400000	1.2402260370121
S2	A2	chr7	127600001	127700000	1.43890060006315
S2	A2	chr7	130300001	130400000	1.44063926364128
S2	A2	chr7	130400001	130500000	1.58322284733806
S2	A2	chr7	130800001	130900000	1.38779224420005
S2	A2	chr7	131000001	131100000	1.38034982878396
S2	A2	chr7	132700001	132800000	1.31983839514903
S2	A2	chr7	132800001	132900000	1.41054657851021
S2	A2	chr7	132900001	133000000	1.4214255292864
S2	A2	chr7	139300001	139400000	1.47007050994939
S2	A2	chr7	140600001	140700000	1.29387939183655
S2	A2	chr7	148200001	148300000	1.30594816491524
S2	A2	chr7	151300001	151400000	1.47967631742051
S2	A2	chr7	151400001	151500000	1.56411072803509
S2	A2	chr7	151600001	151700000	1.42819968012589
S2	A2	chr7	151700001	151800000	1.41329518593641
S2	A2	chr8	11200001	11300000	1.54177596514402
S2	A2	chr8	11300001	11400000	1.58572460109803
S2	A2	chr8	27800001	27900000	1.52382204303528
S2	A2	chr8	27900001	28000000	1.54870018443714
S2	A2	chr8	28000001	28100000	1.65380730084457
S2	A2	chr8	31000001	31100000	1.29411040790634
S2	A2	chr8	48000001	48100000	1.40726223904087
S2	A2	chr8	48300001	48400000	1.35364504960861
S2	A2	chr8	68100001	68200000	1.61020031009429
S2	A2	chr8	74100001	74200000	1.37695670489466
S2	A2	chr8	74900001	75000000	1.32132221100032
S2	A2	chr8	91700001	91800000	1.27604641605221
S2	A2	chr8	91800001	91900000	1.29950752694925
S2	A2	chr8	98300001	98400000	1.34787292337896
S2	A2	chr8	98400001	98500000	1.35126261307902
S2	A2	chr8	99500001	99600000	1.36019249631709
S2	A2	chr8	100100001	100200000	1.24701066055911
S2	A2	chr8	101000001	101100000	1.38775475968654
S2	A2	chr8	101100001	101200000	1.2889390277362
S2	A2	chr8	101200001	101300000	1.39172285399466
S2	A2	chr8	101300001	101400000	1.34242388927254
S2	A2	chr8	101400001	101500000	1.58646066641804
S2	A2	chr8	101500001	101600000	1.31237459421348
S2	A2	chr8	101600001	101700000	1.50442936917638
S2	A2	chr8	104000001	104100000	1.35543527689475
S2	A2	chr8	123700001	123800000	1.27834102879515
S2	A2	chr8	131400001	131500000	1.27969402985236
S2	A2	chr8	131500001	131600000	1.31094473423704
S2	A2	chr8	143800001	143900000	1.73459235447706
S2	B3	chr1	48200001	48300000	1.55651710480611
S2	B3	chr1	50700001	50800000	1.38115817215249
S2	B3	chr1	50800001	50900000	1.32482078413684
S2	B3	chr1	59200001	59300000	1.32921960234115
S2	B3	chr1	59400001	59500000	1.37792851162622
S2	B3	chr1	59500001	59600000	1.34588214227315
S2	B3	chr1	59600001	59700000	1.32508625847941
S2	B3	chr1	59700001	59800000	1.32583061608076
S2	B3	chr1	61100001	61200000	1.35616329468071
S2	B3	chr1	66300001	66400000	1.39911361266278
S2	B3	chr1	66400001	66500000	1.45017294800125
S2	B3	chr1	71100001	71200000	1.24487724354829
S2	B3	chr1	71200001	71300000	1.32687737958358
S2	B3	chr1	77900001	78000000	1.36196617190135
S2	B3	chr1	87600001	87700000	1.44273600860963
S2	B3	chr1	89500001	89600000	1.50771898155457
S2	B3	chr1	89700001	89800000	1.44519585600648
S2	B3	chr1	89800001	89900000	1.44008715001653
S2	B3	chr1	91800001	91900000	1.59803395377538
S2	B3	chr1	94400001	94500000	1.58274966505585
S2	B3	chr1	99900001	100000000	1.22896662471522
S2	B3	chr1	101800001	101900000	1.50959561863161
S2	B3	chr1	162800001	162900000	1.39200839319652
S2	B3	chr1	165400001	165500000	1.36049308545817
S2	B3	chr1	166000001	166100000	1.39296462350416
S2	B3	chr1	166600001	166700000	1.36011220452915
S2	B3	chr1	168400001	168500000	1.33662038836428
S2	B3	chr1	168500001	168600000	1.37189612273519
S2	B3	chr1	171800001	171900000	1.39387453617311
S2	B3	chr1	173300001	173400000	1.29234966810131
S2	B3	chr1	174300001	174400000	1.3513549947138
S2	B3	chr1	181300001	181400000	1.52755542620348
S2	B3	chr1	181400001	181500000	1.45822864472701
S2	B3	chr1	181700001	181800000	1.50025040129864
S2	B3	chr1	181800001	181900000	1.47252618910326
S2	B3	chr1	211200001	211300000	1.35895844470175
S2	B3	chr1	219800001	219900000	1.28710725289589
S2	B3	chr1	223300001	223400000	1.30212936129281
S2	B3	chr1	225400001	225500000	1.36492170572501
S2	B3	chr1	229900001	230000000	1.51598809830856
S2	B3	chr1	230000001	230100000	1.4557942495509
S2	B3	chr1	230100001	230200000	1.32109774312032
S2	B3	chr1	233800001	233900000	1.27676610312975
S2	B3	chr1	234300001	234400000	1.34118495834752
S2	B3	chr1	234400001	234500000	1.32145070060174
S2	B3	chr1	245400001	245500000	1.31326605454789
S2	B3	chr1	245700001	245800000	1.36542349659011
S2	B3	chr1	245800001	245900000	1.36349978238932
S2	B3	chr10	86000001	86100000	1.25737373844293
S2	B3	chr10	88000001	88100000	1.4267335226911
S2	B3	chr10	96500001	96600000	1.47712822095635
S2	B3	chr10	108900001	109000000	1.25817380714002
S2	B3	chr10	112900001	113000000	1.35587962594906
S2	B3	chr10	119400001	119500000	1.37873469144446
S2	B3	chr10	124500001	124600000	1.33234025803239
S2	B3	chr10	127000001	127100000	1.47865123092012
S2	B3	chr10	127100001	127200000	1.3124841948646
S2	B3	chr11	4300001	4400000	1.72332278677382
S2	B3	chr11	4400001	4500000	1.30536206149636
S2	B3	chr11	4500001	4600000	1.24982430821575
S2	B3	chr11	4600001	4700000	1.28172618036413
S2	B3	chr11	4700001	4800000	1.32895477896532
S2	B3	chr11	4800001	4900000	1.35116866686174
S2	B3	chr11	5800001	5900000	1.26762748598989
S2	B3	chr11	5900001	6000000	1.51380746928796
S2	B3	chr11	6000001	6100000	1.34836950881748
S2	B3	chr11	6100001	6200000	1.39160784070581
S2	B3	chr11	7000001	7100000	1.36993014457997
S2	B3	chr11	15800001	15900000	1.43464753945248
S2	B3	chr11	35100001	35200000	1.46247905743675
S2	B3	chr11	35200001	35300000	1.47555061109837
S2	B3	chr11	35400001	35500000	1.41118371099873
S2	B3	chr11	35500001	35600000	1.37675304362565
S2	B3	chr11	35600001	35700000	1.38228063176264
S2	B3	chr11	35700001	35800000	1.60441458643347
S2	B3	chr11	35800001	35900000	1.42265191425413
S2	B3	chr11	35900001	36000000	1.43925276328905
S2	B3	chr11	36000001	36100000	1.34931431858535
S2	B3	chr11	58900001	59000000	1.37243316376802
S2	B3	chr11	59000001	59100000	1.4061797895902
S2	B3	chr11	78400001	78500000	1.39700065744629
S2	B3	chr11	83000001	83100000	1.31713372314416
S2	B3	chr11	86300001	86400000	1.34636730429473
S2	B3	chr11	86400001	86500000	1.34796477837059
S2	B3	chr11	87000001	87100000	1.258105675695
S2	B3	chr11	94100001	94200000	1.25460053961864
S2	B3	chr11	96500001	96600000	1.24946479103026
S2	B3	chr11	108800001	108900000	1.32041446426918
S2	B3	chr11	110300001	110400000	1.27720992305887
S2	B3	chr11	111200001	111300000	1.35903690806357
S2	B3	chr11	112200001	112300000	1.43231713870024
S2	B3	chr11	112300001	112400000	1.29648465738013
S2	B3	chr11	116400001	116500000	1.41628416220664
S2	B3	chr11	124700001	124800000	1.28321245431867
S2	B3	chr11	129600001	129700000	1.27138008529837
S2	B3	chr11	130200001	130300000	1.36368080246711
S2	B3	chr12	68600001	68700000	1.32925442960066
S2	B3	chr12	70200001	70300000	1.22724444137179
S2	B3	chr12	92100001	92200000	1.23478527206382
S2	B3	chr12	92200001	92300000	1.23122732676399
S2	B3	chr12	92300001	92400000	1.31835434268083
S2	B3	chr12	92600001	92700000	1.26822005478806
S2	B3	chr12	92700001	92800000	1.30993169617256
S2	B3	chr12	92800001	92900000	1.31793922128978
S2	B3	chr12	92900001	93000000	1.27567571324516
S2	B3	chr12	93000001	93100000	1.23877666621263
S2	B3	chr12	98600001	98700000	1.2952828544846
S2	B3	chr12	99200001	99300000	1.27541037526762
S2	B3	chr12	99300001	99400000	1.20747278494489
S2	B3	chr12	104000001	104100000	1.34878688120425
S2	B3	chr12	104100001	104200000	1.35610173160695
S2	B3	chr12	125800001	125900000	1.30466092575569
S2	B3	chr12	125900001	126000000	1.35978863627881
S2	B3	chr13	41000001	41100000	1.54169761023776
S2	B3	chr13	44800001	44900000	1.67553365490458
S2	B3	chr13	49400001	49500000	1.48027785654229
S2	B3	chr13	75800001	75900000	1.21247880193353
S2	B3	chr13	80200001	80300000	1.09758764009939
S2	B3	chr14	78500001	78600000	1.54097067346156
S2	B3	chr14	78600001	78700000	1.32036955480134
S2	B3	chr14	81400001	81500000	1.27271346670799
S2	B3	chr15	91800001	91900000	1.32358935722167
S2	B3	chr15	91900001	92000000	1.35799549429581
S2	B3	chr15	92900001	93000000	1.4578225689281
S2	B3	chr15	96400001	96500000	1.27599964070377
S2	B3	chr15	96500001	96600000	1.2349374403794
S2	B3	chr15	96800001	96900000	1.20850984179407
S2	B3	chr2	3000001	3100000	1.29229362427685
S2	B3	chr2	3100001	3200000	1.30805088043263
S2	B3	chr2	8500001	8600000	1.33539146365679
S2	B3	chr2	8600001	8700000	1.35910034836916
S2	B3	chr2	11800001	11900000	1.31457453205466
S2	B3	chr2	11900001	12000000	1.30222681468773
S2	B3	chr2	12000001	12100000	1.24699257880621
S2	B3	chr2	12100001	12200000	1.24672056619133
S2	B3	chr2	12200001	12300000	1.2422960872009
S2	B3	chr2	12300001	12400000	1.24205289896195
S2	B3	chr2	12400001	12500000	1.26980342885262
S2	B3	chr2	12500001	12600000	1.1905996985115
S2	B3	chr2	12600001	12700000	1.18714448335834
S2	B3	chr2	12700001	12800000	1.18607967743566
S2	B3	chr2	12800001	12900000	1.14144234148795
S2	B3	chr2	12900001	13000000	1.23016760091487
S2	B3	chr2	20900001	21000000	1.29889269834455
S2	B3	chr2	23700001	23800000	1.54200205822763
S2	B3	chr2	30900001	31000000	1.38467036689371
S2	B3	chr2	31800001	31900000	1.46736770541016
S2	B3	chr2	31900001	32000000	1.31695998435748
S2	B3	chr2	33300001	33400000	1.26111082223618
S2	B3	chr2	68100001	68200000	1.43446644729056
S2	B3	chr2	114700001	114800000	1.35117062425502
S2	B3	chr2	122800001	122900000	1.30749793280741
S2	B3	chr2	132000001	132100000	1.32856689927173
S2	B3	chr2	135500001	135600000	1.52666133959964
S2	B3	chr2	145400001	145500000	1.33420111550278
S2	B3	chr2	145500001	145600000	1.35504376144752
S2	B3	chr2	158500001	158600000	1.29932020612643
S2	B3	chr2	158900001	159000000	1.36806682148748
S2	B3	chr2	184100001	184200000	1.13520132255426
S2	B3	chr2	189900001	190000000	1.16463890676198
S2	B3	chr2	192200001	192300000	1.25955474039052
S2	B3	chr2	192700001	192800000	1.24515062144496
S2	B3	chr2	197300001	197400000	1.18178647512279
S2	B3	chr2	199200001	199300000	1.17399599704358
S2	B3	chr2	200600001	200700000	1.23741848878757
S2	B3	chr2	201100001	201200000	1.19046688422707
S2	B3	chr2	201400001	201500000	1.24271254939419
S2	B3	chr2	209400001	209500000	1.21360070548758
S2	B3	chr2	209500001	209600000	1.24767787299582
S2	B3	chr2	216500001	216600000	1.21796080254196
S2	B3	chr2	216600001	216700000	1.20351486758928
S2	B3	chr2	216700001	216800000	1.15758302441694
S2	B3	chr2	217600001	217700000	1.2919470195539
S2	B3	chr2	217700001	217800000	1.37068534560795
S2	B3	chr2	217800001	217900000	1.32723928469915
S2	B3	chr2	220700001	220800000	1.24648403164432
S2	B3	chr2	223300001	223400000	1.2629677993546
S2	B3	chr2	223900001	224000000	1.26696499403684
S2	B3	chr2	224000001	224100000	1.18767284401566
S2	B3	chr2	230900001	231000000	1.21460389700876
S2	B3	chr2	231000001	231100000	1.21146928439738
S2	B3	chr2	231100001	231200000	1.30849719340489
S2	B3	chr3	4200001	4300000	1.28387942374574
S2	B3	chr3	5400001	5500000	1.2578215889143
S2	B3	chr3	5500001	5600000	1.23212129475011
S2	B3	chr3	10700001	10800000	1.63608878715959
S2	B3	chr3	11100001	11200000	1.64049967829868
S2	B3	chr3	17800001	17900000	1.22149348012497
S2	B3	chr3	17900001	18000000	1.28614000708098
S2	B3	chr3	19800001	19900000	1.25764172605205
S2	B3	chr3	20300001	20400000	1.19078546637084
S2	B3	chr3	38700001	38800000	1.44122457655975
S2	B3	chr3	38900001	39000000	1.4349428229036
S2	B3	chr3	43000001	43100000	1.56047048731747
S2	B3	chr3	43200001	43300000	1.58549873881635
S2	B3	chr3	44100001	44200000	1.51695287696744
S2	B3	chr3	58600001	58700000	1.67249155536358
S2	B3	chr3	100400001	100500000	1.32912901090628
S2	B3	chr3	100500001	100600000	1.39831843560822
S2	B3	chr3	100600001	100700000	1.29655585334004
S2	B3	chr3	100700001	100800000	1.2925307423419
S2	B3	chr3	100800001	100900000	1.33206675790245
S2	B3	chr3	101700001	101800000	1.26385177391265
S2	B3	chr3	119500001	119600000	1.38108347794449
S2	B3	chr3	130800001	130900000	1.40942696482107
S2	B3	chr3	133700001	133800000	1.51250542754035
S2	B3	chr3	133800001	133900000	1.47693974486385
S2	B3	chr3	136700001	136800000	1.46656479064889
S2	B3	chr3	136800001	136900000	1.39839579527782
S2	B3	chr3	137600001	137700000	1.3936064874751
S2	B3	chr3	140500001	140600000	1.51396437163086
S2	B3	chr3	143000001	143100000	1.46858577672738
S2	B3	chr3	143100001	143200000	1.32151663525806
S2	B3	chr3	152300001	152400000	1.18654495080371
S2	B3	chr3	152400001	152500000	1.24688765144982
S2	B3	chr3	152500001	152600000	1.23819661188593
S2	B3	chr3	155000001	155100000	1.32950615825065
S2	B3	chr3	156000001	156100000	1.2485533707396
S2	B3	chr3	156100001	156200000	1.29884309083741
S2	B3	chr3	167900001	168000000	1.30400688776215
S2	B3	chr3	176600001	176700000	1.18957059587264
S2	B3	chr3	178500001	178600000	1.15772519179007
S2	B3	chr3	178600001	178700000	1.2860698569864
S2	B3	chr3	182100001	182200000	1.29865890903834
S2	B3	chr3	187000001	187100000	1.32044298855921
S2	B3	chr3	193200001	193300000	1.25863393144307
S2	B3	chr4	13500001	13600000	1.33119979941261
S2	B3	chr4	13600001	13700000	1.25124526405728
S2	B3	chr4	25000001	25100000	1.47758797809075
S2	B3	chr4	38100001	38200000	1.47317747176986
S2	B3	chr4	53800001	53900000	1.35775468285271
S2	B3	chr4	55300001	55400000	1.36088704447056
S2	B3	chr4	55400001	55500000	1.52831011771273
S2	B3	chr4	55800001	55900000	1.43558642282456
S2	B3	chr4	68100001	68200000	1.3254416378812
S2	B3	chr4	68700001	68800000	1.22792449530292
S2	B3	chr4	68800001	68900000	1.27505038659106
