chrom	start	end	HindIII
chr3	32300000	33300000	271
chr3	32400000	33400000	271
chr3	32500000	33500000	266
chr3	32600000	33600000	253
chr3	32700000	33700000	269
chr3	32800000	33800000	267
chr3	32900000	33900000	273
chr3	33000000	34000000	280
chr3	33100000	34100000	294
chr3	33200000	34200000	296
chr3	33300000	34300000	308
chr3	33400000	34400000	317
chr3	33500000	34500000	324
chr3	33600000	34600000	330
chr3	33700000	34700000	330
chr3	33800000	34800000	319
chr3	33900000	34900000	339
chr3	34000000	35000000	351
chr3	34100000	35100000	344
chr3	34200000	35200000	339
chr3	34300000	35300000	337
chr3	34400000	35400000	338
chr3	34500000	35500000	335
chr3	34600000	35600000	338
chr3	34700000	35700000	340
chr3	34800000	35800000	356
chr3	34900000	35900000	340
chr3	35000000	36000000	333
chr3	35100000	36100000	325
chr3	35200000	36200000	325
chr3	35300000	36300000	311
chr3	35400000	36400000	298
chr3	35500000	36500000	305
chr3	35600000	36600000	304
chr3	35700000	36700000	294
chr3	35800000	36800000	296
chr3	35900000	36900000	293
chr3	36000000	37000000	283
chr3	36100000	37100000	283
chr3	36200000	37200000	283
chr3	36300000	37300000	279
chr3	36400000	37400000	287
chr3	36500000	37500000	283
chr3	36600000	37600000	274
chr3	36700000	37700000	278
chr3	36800000	37800000	281
chr3	36900000	37900000	273
chr3	37000000	38000000	292
chr3	37100000	38100000	285
chr3	37200000	38200000	288
chr3	37300000	38300000	303
chr3	37400000	38400000	283
chr3	37500000	38500000	281
chr3	37600000	38600000	283
chr3	37700000	38700000	284
chr3	37800000	38800000	283
chr3	37900000	38900000	295
chr3	38000000	39000000	289
chr3	38100000	39100000	294
chr3	38200000	39200000	288
chr3	38300000	39300000	276
chr3	38400000	39400000	284
chr3	38500000	39500000	284
chr3	38600000	39600000	287
chr3	38700000	39700000	292
chr3	38800000	39800000	281
chr3	38900000	39900000	276
chr3	39000000	40000000	280
chr3	39100000	40100000	282
chr3	39200000	40200000	284
chr3	39300000	40300000	286
chr3	39400000	40400000	292
chr3	39500000	40500000	297
chr3	39600000	40600000	300
chr3	39700000	40700000	301
chr3	39800000	40800000	314
chr3	39900000	40900000	320
chr3	40000000	41000000	315
chr3	40100000	41100000	314
chr3	40200000	41200000	311
chr3	40300000	41300000	332
chr3	40400000	41400000	339
chr3	40500000	41500000	332
chr3	40600000	41600000	329
chr3	40700000	41700000	328
chr3	40800000	41800000	317
chr3	40900000	41900000	305
chr3	41000000	42000000	302
chr3	41100000	42100000	295
chr3	41200000	42200000	304
chr3	41300000	42300000	293
chr3	41400000	42400000	291
chr3	41500000	42500000	291
chr3	41600000	42600000	282
chr3	41700000	42700000	273
chr3	41800000	42800000	266
chr3	41900000	42900000	260
chr3	42000000	43000000	259
chr3	42100000	43100000	265
chr3	42200000	43200000	262
chr3	42300000	43300000	262
chr3	42400000	43400000	261
chr3	42500000	43500000	263
chr3	42600000	43600000	283
chr3	42700000	43700000	289
chr3	42800000	43800000	297
chr3	42900000	43900000	297
chr3	43000000	44000000	297
chr3	43100000	44100000	303
chr3	43200000	44200000	303
chr3	43300000	44300000	304
chr3	43400000	44400000	304
chr3	43500000	44500000	305
chr3	43600000	44600000	298
chr3	43700000	44700000	304
chr3	43800000	44800000	309
chr3	43900000	44900000	318
chr3	44000000	45000000	320
chr3	44100000	45100000	307
chr3	44200000	45200000	306
chr3	44300000	45300000	289
chr3	44400000	45400000	279
chr3	44500000	45500000	272
chr3	44600000	45600000	269
chr3	44700000	45700000	253
chr3	44800000	45800000	257
chr3	44900000	45900000	259
chr3	45000000	46000000	257
chr3	45100000	46100000	273
chr3	45200000	46200000	271
chr3	45300000	46300000	274
chr3	45400000	46400000	276
chr3	45500000	46500000	280
chr3	45600000	46600000	274
chr3	45700000	46700000	281
chr3	45800000	46800000	251
chr3	45900000	46900000	248
chr3	46000000	47000000	237
chr3	46100000	47100000	220
chr3	46200000	47200000	214
chr3	46300000	47300000	213
chr3	46400000	47400000	205
chr3	46500000	47500000	198
chr3	46600000	47600000	193
chr3	46700000	47700000	195
chr3	46800000	47800000	208
chr3	46900000	47900000	198
chr3	47000000	48000000	206
chr3	47100000	48100000	214
chr3	47200000	48200000	205
chr3	47300000	48300000	201
chr3	47400000	48400000	206
chr3	47500000	48500000	210
chr3	47600000	48600000	219
chr3	47700000	48700000	204
chr3	47800000	48800000	200
chr3	47900000	48900000	209
chr3	48000000	49000000	201
chr3	48100000	49100000	189
chr3	48200000	49200000	201
chr3	48300000	49300000	201
chr3	48400000	49400000	188
chr3	48500000	49500000	177
chr3	48600000	49600000	168
chr3	48700000	49700000	173
chr3	48800000	49800000	175
chr3	48900000	49900000	160
chr3	49000000	50000000	155
chr3	49100000	50100000	161
chr3	49200000	50200000	153
chr3	49300000	50300000	159
chr3	49400000	50400000	164
chr3	49500000	50500000	164
chr3	49600000	50600000	160
chr3	49700000	50700000	162
chr3	49800000	50800000	176
chr3	49900000	50900000	187
chr3	50000000	51000000	221
chr3	50100000	51100000	224
chr3	50200000	51200000	248
chr3	50300000	51300000	259
chr3	50400000	51400000	271
chr3	50500000	51500000	297
chr3	50600000	51600000	306
chr3	50700000	51700000	315
chr3	50800000	51800000	314
chr3	50900000	51900000	317
chr3	51000000	52000000	289
chr3	51100000	52100000	279
chr3	51200000	52200000	256
chr3	51300000	52300000	246
chr3	51400000	52400000	234
chr3	51500000	52500000	213
chr3	51600000	52600000	211
chr3	51700000	52700000	212
chr3	51800000	52800000	201
chr3	51900000	52900000	191
chr3	52000000	53000000	207
chr3	52100000	53100000	219
chr3	52200000	53200000	227
chr3	52300000	53300000	220
chr3	52400000	53400000	242
chr3	52500000	53500000	258
chr3	52600000	53600000	267
chr3	52700000	53700000	268
chr3	52800000	53800000	267
chr3	52900000	53900000	281
chr3	53000000	54000000	270
chr3	53100000	54100000	271
chr3	53200000	54200000	281
chr3	53300000	54300000	299
chr3	53400000	54400000	296
chr3	53500000	54500000	292
chr3	53600000	54600000	294
chr3	53700000	54700000	293
chr3	53800000	54800000	302
chr3	53900000	54900000	299
chr3	54000000	55000000	304
chr3	54100000	55100000	314
chr3	54200000	55200000	308
chr3	54300000	55300000	304
chr3	54400000	55400000	312
chr3	54500000	55500000	299
chr3	54600000	55600000	299
chr3	54700000	55700000	290
chr3	54800000	55800000	297
chr3	54900000	55900000	299
chr3	55000000	56000000	318
chr3	55100000	56100000	309
chr3	55200000	56200000	310
chr3	55300000	56300000	315
chr3	55400000	56400000	303
chr3	55500000	56500000	317
chr3	55600000	56600000	307
chr3	55700000	56700000	322
chr3	55800000	56800000	314
chr3	55900000	56900000	322
chr3	56000000	57000000	304
chr3	56100000	57100000	297
chr3	56200000	57200000	303
chr3	56300000	57300000	289
chr3	56400000	57400000	290
chr3	56500000	57500000	285
chr3	56600000	57600000	290
chr3	56700000	57700000	275
chr3	56800000	57800000	263
chr3	56900000	57900000	254
chr3	57000000	58000000	244
chr3	57100000	58100000	245
chr3	57200000	58200000	229
chr3	57300000	58300000	230
chr3	57400000	58400000	222
chr3	57500000	58500000	227
chr3	57600000	58600000	216
chr3	57700000	58700000	219
chr3	57800000	58800000	237
chr3	57900000	58900000	255
chr3	58000000	59000000	281
chr3	58100000	59100000	300
chr3	58200000	59200000	307
chr3	58300000	59300000	314
chr3	58400000	59400000	320
chr3	58500000	59500000	332
chr3	58600000	59600000	342
chr3	58700000	59700000	357
chr3	58800000	59800000	354
chr3	58900000	59900000	335
chr3	59000000	60000000	320
chr3	59100000	60100000	301
chr3	59200000	60200000	303
chr3	59300000	60300000	315
chr3	59400000	60400000	324
chr3	59500000	60500000	304
chr3	59600000	60600000	308
chr3	59700000	60700000	301
chr3	59800000	60800000	301
chr3	59900000	60900000	307
chr3	60000000	61000000	320
chr3	60100000	61100000	330
chr3	60200000	61200000	341
chr3	60300000	61300000	340
chr3	60400000	61400000	323
chr3	60500000	61500000	331
chr3	60600000	61600000	320
chr3	60700000	61700000	322
chr3	60800000	61800000	319
chr3	60900000	61900000	327
chr3	61000000	62000000	319
chr3	61100000	62100000	318
chr3	61200000	62200000	305
chr3	61300000	62300000	306
chr3	61400000	62400000	306
chr3	61500000	62500000	315
chr3	61600000	62600000	319
chr3	61700000	62700000	313
chr3	61800000	62800000	330
chr3	61900000	62900000	336
chr3	62000000	63000000	337
chr3	62100000	63100000	341
chr3	62200000	63200000	342
chr3	62300000	63300000	327
chr3	62400000	63400000	334
chr3	62500000	63500000	324
chr3	62600000	63600000	334
chr3	62700000	63700000	338
chr3	62800000	63800000	325
chr3	62900000	63900000	300
chr3	63000000	64000000	305
chr3	63100000	64100000	300
chr3	63200000	64200000	301
chr3	63300000	64300000	312
chr3	63400000	64400000	313
chr3	63500000	64500000	315
chr3	63600000	64600000	317
chr3	63700000	64700000	325
chr3	63800000	64800000	329
chr3	63900000	64900000	337
chr3	64000000	65000000	336
chr3	64100000	65100000	339
chr3	64200000	65200000	340
chr3	64300000	65300000	335
chr3	64400000	65400000	342
chr3	64500000	65500000	347
chr3	64600000	65600000	346
chr3	64700000	65700000	336
chr3	64800000	65800000	327
chr3	64900000	65900000	320
chr3	65000000	66000000	314
chr3	65100000	66100000	302
chr3	65200000	66200000	298
chr3	65300000	66300000	269
chr3	65400000	66400000	262
chr3	65500000	66500000	255
chr3	65600000	66600000	254
chr3	65700000	66700000	253
chr3	65800000	66800000	254
chr3	65900000	66900000	263
chr3	66000000	67000000	264
chr3	66100000	67100000	273
chr3	66200000	67200000	279
chr3	66300000	67300000	307
chr3	66400000	67400000	302
chr3	66500000	67500000	309
chr3	66600000	67600000	311
chr3	66700000	67700000	314
chr3	66800000	67800000	315
chr3	66900000	67900000	305
chr3	67000000	68000000	303
chr3	67100000	68100000	306
chr3	67200000	68200000	317
chr3	67300000	68300000	315
chr3	67400000	68400000	321
chr3	67500000	68500000	316
chr3	67600000	68600000	314
chr3	67700000	68700000	312
chr3	67800000	68800000	307
chr3	67900000	68900000	319
chr3	68000000	69000000	316
chr3	68100000	69100000	304
chr3	68200000	69200000	288
chr3	68300000	69300000	278
chr3	68400000	69400000	273
chr3	68500000	69500000	277
chr3	68600000	69600000	277
chr3	68700000	69700000	278
chr3	68800000	69800000	291
chr3	68900000	69900000	292
chr3	69000000	70000000	294
chr3	69100000	70100000	302
chr3	69200000	70200000	318
chr3	69300000	70300000	336
chr3	69400000	70400000	345
chr3	69500000	70500000	340
chr3	69600000	70600000	344
chr3	69700000	70700000	339
chr3	69800000	70800000	342
chr3	69900000	70900000	335
chr3	70000000	71000000	345
chr3	70100000	71100000	353
chr3	70200000	71200000	345
chr3	70300000	71300000	329
chr3	70400000	71400000	330
chr3	70500000	71500000	326
chr3	70600000	71600000	326
chr3	70700000	71700000	334
chr3	70800000	71800000	324
chr3	70900000	71900000	324
chr3	71000000	72000000	319
chr3	71100000	72100000	306
chr3	71200000	72200000	322
chr3	71300000	72300000	321
chr3	71400000	72400000	307
chr3	71500000	72500000	308
chr3	71600000	72600000	305
chr3	71700000	72700000	294
chr3	71800000	72800000	297
chr3	71900000	72900000	308
chr3	72000000	73000000	299
chr3	72100000	73100000	304
chr3	72200000	73200000	279
chr3	72300000	73300000	289
chr3	72400000	73400000	292
chr3	72500000	73500000	293
chr3	72600000	73600000	300
chr3	72700000	73700000	305
chr3	72800000	73800000	306
chr3	72900000	73900000	301
chr3	73000000	74000000	319
chr3	73100000	74100000	324
chr3	73200000	74200000	333
chr3	73300000	74300000	343
chr3	73400000	74400000	346
chr3	73500000	74500000	366
chr3	73600000	74600000	360
chr3	73700000	74700000	371
chr3	73800000	74800000	367
chr3	73900000	74900000	366
chr3	74000000	75000000	352
chr3	74100000	75100000	342
chr3	74200000	75200000	336
chr3	74300000	75300000	329
chr3	74400000	75400000	339
chr3	74500000	75500000	314
chr3	74600000	75600000	304
chr3	74700000	75700000	292
chr3	74800000	75800000	291
chr3	74900000	75900000	297
chr3	75000000	76000000	297
chr3	75100000	76100000	311
chr3	75200000	76200000	330
chr3	75300000	76300000	328
chr3	75400000	76400000	325
chr3	75500000	76500000	338
chr3	75600000	76600000	354
chr3	75700000	76700000	360
chr3	75800000	76800000	368
chr3	75900000	76900000	360
chr3	76000000	77000000	361
chr3	76100000	77100000	353
chr3	76200000	77200000	343
chr3	76300000	77300000	341
chr3	76400000	77400000	347
chr3	76500000	77500000	337
chr3	76600000	77600000	330
chr3	76700000	77700000	334
chr3	76800000	77800000	320
chr3	76900000	77900000	320
chr3	77000000	78000000	321
chr3	77100000	78100000	320
chr3	77200000	78200000	309
chr3	77300000	78300000	316
chr3	77400000	78400000	296
chr3	77500000	78500000	296
chr3	77600000	78600000	293
chr3	77700000	78700000	288
chr3	77800000	78800000	296
chr3	77900000	78900000	296
chr3	78000000	79000000	287
chr3	78100000	79100000	296
chr3	78200000	79200000	307
chr3	78300000	79300000	305
chr3	78400000	79400000	313
chr3	78500000	79500000	317
chr3	78600000	79600000	326
chr3	78700000	79700000	322
chr3	78800000	79800000	322
chr3	78900000	79900000	324
chr3	79000000	80000000	341
chr3	79100000	80100000	327
chr3	79200000	80200000	310
chr3	79300000	80300000	308
chr3	79400000	80400000	311
chr3	79500000	80500000	313
chr3	79600000	80600000	303
chr3	79700000	80700000	297
chr3	79800000	80800000	296
chr3	79900000	80900000	286
chr3	80000000	81000000	273
chr3	80100000	81100000	272
chr3	80200000	81200000	289
chr3	80300000	81300000	300
chr3	80400000	81400000	305
chr3	80500000	81500000	300
chr3	80600000	81600000	303
chr3	80700000	81700000	307
chr3	80800000	81800000	305
chr3	80900000	81900000	310
chr3	81000000	82000000	318
chr3	81100000	82100000	333
chr3	81200000	82200000	335
chr3	81300000	82300000	322
chr3	81400000	82400000	331
chr3	81500000	82500000	339
chr3	81600000	82600000	341
chr3	81700000	82700000	346
chr3	81800000	82800000	350
chr3	81900000	82900000	357
chr3	82000000	83000000	350
chr3	82100000	83100000	344
chr3	82200000	83200000	350
chr3	82300000	83300000	355
chr3	82400000	83400000	336
chr3	82500000	83500000	332
chr3	82600000	83600000	327
chr3	82700000	83700000	320
chr3	82800000	83800000	320
chr3	82900000	83900000	311
chr3	83000000	84000000	314
chr3	83100000	84100000	310
chr3	83200000	84200000	309
chr3	83300000	84300000	305
chr3	83400000	84400000	304
chr3	83500000	84500000	305
chr3	83600000	84600000	307
chr3	83700000	84700000	315
chr3	83800000	84800000	311
chr3	83900000	84900000	316
chr3	84000000	85000000	310
chr3	84100000	85100000	302
chr3	84200000	85200000	291
chr3	84300000	85300000	295
chr3	84400000	85400000	300
chr3	84500000	85500000	307
chr3	84600000	85600000	306
chr3	84700000	85700000	309
chr3	84800000	85800000	310
chr3	84900000	85900000	323
chr3	85000000	86000000	332
chr3	85100000	86100000	356
chr3	85200000	86200000	357
chr3	85300000	86300000	342
chr3	85400000	86400000	335
chr3	85500000	86500000	328
chr3	85600000	86600000	327
chr3	85700000	86700000	318
chr3	85800000	86800000	322
chr3	85900000	86900000	312
chr3	86000000	87000000	301
chr3	86100000	87100000	278
chr3	86200000	87200000	273
chr3	86300000	87300000	295
chr3	86400000	87400000	307
chr3	86500000	87500000	312
chr3	86600000	87600000	318
chr3	86700000	87700000	327
chr3	86800000	87800000	330
chr3	86900000	87900000	326
chr3	87000000	88000000	325
chr3	87100000	88100000	336
chr3	87200000	88200000	341
chr3	87300000	88300000	339
chr3	87400000	88400000	342
chr3	87500000	88500000	336
chr3	95600000	96600000	306
chr3	95700000	96700000	308
chr3	95800000	96800000	305
chr3	95900000	96900000	303
chr3	96000000	97000000	301
chr3	96100000	97100000	298
chr3	96200000	97200000	305
chr3	96300000	97300000	310
chr3	96400000	97400000	309
chr3	96500000	97500000	304
chr3	96600000	97600000	314
chr3	96700000	97700000	324
chr3	96800000	97800000	329
chr3	96900000	97900000	330
chr3	97000000	98000000	327
chr3	97100000	98100000	322
chr3	97200000	98200000	315
chr3	97300000	98300000	318
chr3	97400000	98400000	321
chr3	97500000	98500000	325
chr3	97600000	98600000	327
chr3	97700000	98700000	321
chr3	97800000	98800000	330
chr3	97900000	98900000	334
chr3	98000000	99000000	329
chr3	98100000	99100000	336
chr3	98200000	99200000	338
chr3	98300000	99300000	345
chr3	98400000	99400000	339
chr3	98500000	99500000	343
chr3	98600000	99600000	342
chr3	98700000	99700000	338
chr3	98800000	99800000	345
chr3	98900000	99900000	345
chr3	99000000	100000000	345
chr3	99100000	100100000	340
chr3	99200000	100200000	349
chr3	99300000	100300000	336
chr3	99400000	100400000	335
chr3	99500000	100500000	333
chr3	99600000	100600000	343
chr3	99700000	100700000	343
chr3	99800000	100800000	328
chr3	99900000	100900000	332
chr3	100000000	101000000	341
chr3	100100000	101100000	353
chr3	100200000	101200000	340
chr3	100300000	101300000	335
chr3	100400000	101400000	324
chr3	100500000	101500000	316
chr3	100600000	101600000	295
chr3	100700000	101700000	302
chr3	100800000	101800000	302
chr3	100900000	101900000	301
chr3	101000000	102000000	294
chr3	101100000	102100000	287
chr3	101200000	102200000	287
chr3	101300000	102300000	291
chr3	101400000	102400000	305
chr3	101500000	102500000	311
chr3	101600000	102600000	304
chr3	101700000	102700000	299
chr3	101800000	102800000	287
chr3	101900000	102900000	286
chr3	102000000	103000000	301
chr3	102100000	103100000	312
chr3	102200000	103200000	317
chr3	102300000	103300000	322
chr3	102400000	103400000	320
chr3	102500000	103500000	331
chr3	102600000	103600000	345
chr3	102700000	103700000	350
chr3	102800000	103800000	354
chr3	102900000	103900000	342
chr3	103000000	104000000	332
chr3	103100000	104100000	320
chr3	103200000	104200000	316
chr3	103300000	104300000	314
chr3	103400000	104400000	304
chr3	103500000	104500000	293
chr3	103600000	104600000	286
chr3	103700000	104700000	282
chr3	103800000	104800000	282
chr3	103900000	104900000	300
chr3	104000000	105000000	300
chr3	104100000	105100000	306
chr3	104200000	105200000	316
chr3	104300000	105300000	316
chr3	104400000	105400000	319
chr3	104500000	105500000	327
chr3	104600000	105600000	341
chr3	104700000	105700000	330
chr3	104800000	105800000	336
chr3	104900000	105900000	333
chr3	105000000	106000000	340
chr3	105100000	106100000	335
chr3	105200000	106200000	335
chr3	105300000	106300000	338
chr3	105400000	106400000	344
chr3	105500000	106500000	346
chr3	105600000	106600000	334
chr3	105700000	106700000	343
chr3	105800000	106800000	343
chr3	105900000	106900000	348
chr3	106000000	107000000	348
chr3	106100000	107100000	340
chr3	106200000	107200000	325
chr3	106300000	107300000	321
chr3	106400000	107400000	328
chr3	106500000	107500000	327
chr3	106600000	107600000	337
chr3	106700000	107700000	344
chr3	106800000	107800000	353
chr3	106900000	107900000	344
chr3	107000000	108000000	337
chr3	107100000	108100000	354
chr3	107200000	108200000	372
chr3	107300000	108300000	360
chr3	107400000	108400000	366
chr3	107500000	108500000	351
chr3	107600000	108600000	338
chr3	107700000	108700000	332
chr3	107800000	108800000	318
chr3	107900000	108900000	318
chr3	108000000	109000000	315
chr3	108100000	109100000	295
chr3	108200000	109200000	268
chr3	108300000	109300000	277
chr3	108400000	109400000	271
chr3	108500000	109500000	284
chr3	108600000	109600000	286
chr3	108700000	109700000	277
chr3	108800000	109800000	289
chr3	108900000	109900000	288
chr3	109000000	110000000	296
chr3	109100000	110100000	306
chr3	109200000	110200000	326
chr3	109300000	110300000	326
chr3	109400000	110400000	329
chr3	109500000	110500000	323
chr3	109600000	110600000	330
chr3	109700000	110700000	333
chr3	109800000	110800000	331
chr3	109900000	110900000	337
chr3	110000000	111000000	338
chr3	110100000	111100000	343
chr3	110200000	111200000	337
chr3	110300000	111300000	339
chr3	110400000	111400000	339
chr3	110500000	111500000	355
chr3	110600000	111600000	356
chr3	110700000	111700000	366
chr3	110800000	111800000	363
chr3	110900000	111900000	355
chr3	111000000	112000000	355
chr3	111100000	112100000	365
chr3	111200000	112200000	365
chr3	111300000	112300000	370
chr3	111400000	112400000	362
chr3	111500000	112500000	341
chr3	111600000	112600000	331
chr3	111700000	112700000	320
chr3	111800000	112800000	323
chr3	111900000	112900000	327
chr3	112000000	113000000	337
chr3	112100000	113100000	326
chr3	112200000	113200000	322
chr3	112300000	113300000	308
chr3	112400000	113400000	305
chr3	112500000	113500000	323
chr3	112600000	113600000	317
chr3	112700000	113700000	317
chr3	112800000	113800000	311
chr3	112900000	113900000	311
chr3	113000000	114000000	298
chr3	113100000	114100000	292
chr3	113200000	114200000	301
chr3	113300000	114300000	310
chr3	113400000	114400000	309
chr3	113500000	114500000	291
chr3	113600000	114600000	307
chr3	113700000	114700000	312
chr3	113800000	114800000	319
chr3	113900000	114900000	323
chr3	114000000	115000000	329
chr3	114100000	115100000	340
chr3	114200000	115200000	333
chr3	114300000	115300000	343
chr3	114400000	115400000	345
chr3	114500000	115500000	342
chr3	114600000	115600000	344
chr3	114700000	115700000	345
chr3	114800000	115800000	345
chr3	114900000	115900000	339
chr3	115000000	116000000	340
chr3	115100000	116100000	330
chr3	115200000	116200000	330
chr3	115300000	116300000	310
chr3	115400000	116400000	313
chr3	115500000	116500000	314
chr3	115600000	116600000	309
chr3	115700000	116700000	314
chr3	115800000	116800000	309
chr3	115900000	116900000	313
chr3	116000000	117000000	311
chr3	116100000	117100000	315
chr3	116200000	117200000	319
chr3	116300000	117300000	336
chr3	116400000	117400000	334
chr3	116500000	117500000	349
chr3	116600000	117600000	346
chr3	116700000	117700000	343
chr3	116800000	117800000	344
chr3	116900000	117900000	341
chr3	117000000	118000000	336
chr3	117100000	118100000	333
chr3	117200000	118200000	332
chr3	117300000	118300000	313
chr3	117400000	118400000	315
chr3	117500000	118500000	306
chr3	117600000	118600000	317
chr3	117700000	118700000	323
chr3	117800000	118800000	319
chr3	117900000	118900000	322
chr3	118000000	119000000	317
chr3	118100000	119100000	324
chr3	118200000	119200000	322
chr3	118300000	119300000	328
chr3	118400000	119400000	315
chr3	118500000	119500000	308
chr3	118600000	119600000	305
chr3	118700000	119700000	291
chr3	118800000	119800000	284
chr3	118900000	119900000	288
chr3	119000000	120000000	299
chr3	119100000	120100000	294
chr3	119200000	120200000	295
chr3	119300000	120300000	296
chr3	119400000	120400000	307
chr3	119500000	120500000	325
chr3	119600000	120600000	319
chr3	119700000	120700000	322
chr3	119800000	120800000	333
chr3	119900000	120900000	336
chr3	120000000	121000000	327
chr3	120100000	121100000	321
chr3	120200000	121200000	325
chr3	120300000	121300000	321
chr3	120400000	121400000	311
chr3	120500000	121500000	301
chr3	120600000	121600000	316
chr3	120700000	121700000	305
chr3	120800000	121800000	302
chr3	120900000	121900000	294
chr3	121000000	122000000	293
chr3	121100000	122100000	295
chr3	121200000	122200000	292
chr3	121300000	122300000	284
chr3	121400000	122400000	287
chr3	121500000	122500000	289
chr3	121600000	122600000	264
chr3	121700000	122700000	281
chr3	121800000	122800000	277
chr3	121900000	122900000	262
chr3	122000000	123000000	258
chr3	122100000	123100000	252
chr3	122200000	123200000	241
chr3	122300000	123300000	259
chr3	122400000	123400000	264
chr3	122500000	123500000	251
chr3	122600000	123600000	254
chr3	122700000	123700000	253
chr3	122800000	123800000	274
chr3	122900000	123900000	299
chr3	123000000	124000000	302
chr3	123100000	124100000	311
chr3	123200000	124200000	325
chr3	123300000	124300000	323
chr3	123400000	124400000	321
chr3	123500000	124500000	326
chr3	123600000	124600000	328
chr3	123700000	124700000	312
chr3	123800000	124800000	291
chr3	123900000	124900000	269
chr3	124000000	125000000	276
chr3	124100000	125100000	270
chr3	124200000	125200000	268
chr3	124300000	125300000	262
chr3	124400000	125400000	259
chr3	124500000	125500000	258
chr3	124600000	125600000	254
chr3	124700000	125700000	264
chr3	124800000	125800000	267
chr3	124900000	125900000	262
chr3	125000000	126000000	264
chr3	125100000	126100000	274
chr3	125200000	126200000	269
chr3	125300000	126300000	265
chr3	125400000	126400000	268
chr3	125500000	126500000	271
chr3	125600000	126600000	278
chr3	125700000	126700000	276
chr3	125800000	126800000	263
chr3	125900000	126900000	271
chr3	126000000	127000000	260
chr3	126100000	127100000	257
chr3	126200000	127200000	248
chr3	126300000	127300000	249
chr3	126400000	127400000	241
chr3	126500000	127500000	234
chr3	126600000	127600000	224
chr3	126700000	127700000	222
chr3	126800000	127800000	232
chr3	126900000	127900000	242
chr3	127000000	128000000	246
chr3	127100000	128100000	246
chr3	127200000	128200000	245
chr3	127300000	128300000	243
chr3	127400000	128400000	237
chr3	127500000	128500000	243
chr3	127600000	128600000	249
chr3	127700000	128700000	242
chr3	127800000	128800000	243
chr3	127900000	128900000	226
chr3	128000000	129000000	217
chr3	128100000	129100000	206
chr3	128200000	129200000	209
chr3	128300000	129300000	209
chr3	128400000	129400000	219
chr3	128500000	129500000	222
chr3	128600000	129600000	221
chr3	128700000	129700000	235
chr3	128800000	129800000	230
chr3	128900000	129900000	242
chr3	129000000	130000000	241
chr3	129100000	130100000	253
chr3	129200000	130200000	259
chr3	129300000	130300000	268
chr3	129400000	130400000	262
chr3	129500000	130500000	265
chr3	129600000	130600000	273
chr3	129700000	130700000	278
chr3	129800000	130800000	291
chr3	129900000	130900000	294
chr3	130000000	131000000	304
chr3	130100000	131100000	305
chr3	130200000	131200000	307
chr3	130300000	131300000	317
chr3	130400000	131400000	326
chr3	130500000	131500000	332
chr3	130600000	131600000	341
chr3	130700000	131700000	339
chr3	130800000	131800000	338
chr3	130900000	131900000	332
chr3	131000000	132000000	343
chr3	131100000	132100000	349
chr3	131200000	132200000	357
chr3	131300000	132300000	344
chr3	131400000	132400000	358
chr3	131500000	132500000	362
chr3	131600000	132600000	355
chr3	131700000	132700000	365
chr3	131800000	132800000	364
chr3	131900000	132900000	363
chr3	132000000	133000000	357
chr3	132100000	133100000	353
chr3	132200000	133200000	338
chr3	132300000	133300000	333
chr3	132400000	133400000	318
chr3	132500000	133500000	303
chr3	132600000	133600000	303
chr3	132700000	133700000	281
chr3	132800000	133800000	269
chr3	132900000	133900000	274
chr3	133000000	134000000	275
chr3	133100000	134100000	265
chr3	133200000	134200000	273
chr3	133300000	134300000	284
chr3	133400000	134400000	280
chr3	133500000	134500000	280
chr3	133600000	134600000	266
chr3	133700000	134700000	272
chr3	133800000	134800000	279
chr3	133900000	134900000	287
chr3	134000000	135000000	273
chr3	134100000	135100000	277
chr3	134200000	135200000	278
chr3	134300000	135300000	271
chr3	134400000	135400000	271
chr3	134500000	135500000	272
chr3	134600000	135600000	277
chr3	134700000	135700000	288
chr3	134800000	135800000	277
chr3	134900000	135900000	273
chr3	135000000	136000000	277
chr3	135100000	136100000	268
chr3	135200000	136200000	265
chr3	135300000	136300000	270
chr3	135400000	136400000	273
chr3	135500000	136500000	271
chr3	135600000	136600000	267
chr3	135700000	136700000	254
chr3	135800000	136800000	268
chr3	135900000	136900000	270
chr3	136000000	137000000	279
chr3	136100000	137100000	302
chr3	136200000	137200000	321
chr3	136300000	137300000	326
chr3	136400000	137400000	332
chr3	136500000	137500000	341
chr3	136600000	137600000	350
chr3	136700000	137700000	349
chr3	136800000	137800000	345
chr3	136900000	137900000	330
chr3	137000000	138000000	319
chr3	137100000	138100000	306
chr3	137200000	138200000	290
chr3	137300000	138300000	281
chr3	137400000	138400000	265
chr3	137500000	138500000	257
chr3	137600000	138600000	240
chr3	137700000	138700000	244
chr3	137800000	138800000	239
chr3	137900000	138900000	240
chr3	138000000	139000000	241
chr3	138100000	139100000	250
chr3	138200000	139200000	256
chr3	138300000	139300000	259
chr3	138400000	139400000	283
chr3	138500000	139500000	284
chr3	138600000	139600000	307
chr3	138700000	139700000	300
chr3	138800000	139800000	309
chr3	138900000	139900000	324
chr3	139000000	140000000	341
chr3	139100000	140100000	340
chr3	139200000	140200000	336
chr3	139300000	140300000	342
chr3	139400000	140400000	333
chr3	139500000	140500000	333
chr3	139600000	140600000	334
chr3	139700000	140700000	339
chr3	139800000	140800000	336
chr3	139900000	140900000	329
chr3	140000000	141000000	313
chr3	140100000	141100000	304
